BaseScenario,TotalElapsedTime_mean,AverageResponseTime_mean,EventsInsertedByALNS_mean,nTaxi_mean,TotalCost_mean,TotalDistance_mean,TotalIdleTime_mean,TotalIdleTimeWithCustomer_mean,TotalRideTime_mean,TotalDirectRideTime_mean,TotalActualRideTime_mean,nOfflineRequests_mean,UnservicedOfflineRequest_mean,nOnlineRequests_mean,UnservicedOnlineRequests_mean,AveragePercentRideSharing_mean,ExcessRideTimePrServicedRequest_mean,TotalEmptyRelocationTime_mean,TotalNumberOfRequestsOverlapIdleVehicle_mean,TotalDriveTimeToNearestIdleVehicle_mean
Gen_Data_20_0.5_1,43.239999999999995,5.386,1.0,3.0,3175.223214285714,1200.9894232491758,236.2,0.0,1526.0,406.0,436.0,12.0,1.0,8.0,2.0,4.0,1.5,382.8,3.0,160.0
Gen_Data_20_0.5_2,64.44,8.027999999999999,0.0,3.0,3170.0,1283.7253706565593,252.0,0.0,1627.0,337.0,337.0,12.0,0.0,8.0,3.0,0.0,0.0,380.0,3.0,151.0
Gen_Data_20_0.5_3,43.304,5.392,1.6,3.0,3170.0,1289.5204793752569,237.0,0.0,1614.0,300.6,300.6,12.0,1.0,8.0,2.0,0.0,0.0,333.2,1.8,187.6
Gen_Data_20_0.5_4,62.694,7.814,0.0,6.0,6159.53488372093,1082.8233704057934,403.0,0.0,1561.0,342.0,426.0,12.0,3.0,8.0,3.0,6.667,4.2,255.0,2.0,91.0
Gen_Data_20_0.5_5,64.06199999999998,7.976000000000001,2.0,3.0,3191.5871094200393,1184.7781901508824,188.4,0.0,1464.2,344.0,444.0,12.0,0.0,8.0,3.0,12.1998,5.0,327.0,1.0,11.0
Gen_Data_20_0.5_6,4.142,0.496,0.0,3.0,3183.549019607843,1228.6994152319137,355.0,0.0,1676.0,373.0,441.0,12.0,3.0,8.0,0.0,8.571,3.4,391.0,1.0,10.0
Gen_Data_20_0.5_7,26.606,3.3,1.0,1.0,1190.0,1170.2790629104295,138.0,0.0,1408.0,250.0,250.0,12.0,0.0,8.0,1.0,0.0,0.0,304.0,1.0,25.0
Gen_Data_20_0.5_8,44.742,5.564,2.0,2.0,2180.0,1280.0734435271072,170.4,0.0,1546.0,348.0,348.0,12.0,0.0,8.0,2.0,0.0,0.0,260.6,2.0,150.0
Gen_Data_20_0.5_9,24.128,2.9960000000000004,0.0,3.0,3170.0,1177.2263167223978,318.0,0.0,1586.0,296.0,296.0,12.0,2.0,8.0,1.0,0.0,0.0,369.0,3.0,180.0
Gen_Data_20_0.5_10,62.65,7.81,0.0,6.0,6171.549525988885,1067.7151596195558,356.0,0.0,1503.0,208.0,318.0,12.0,3.0,8.0,3.0,10.667,5.5,356.0,0.0,0.0
