ScenarioName,TotalElapsedTime,AverageResponseTime,EventsInsertedByALNS,nTaxi,TotalCost,TotalDistance,TotalIdleTime,TotalIdleTimeWithCustomer,TotalRideTime,TotalDirectRideTime,TotalActualRideTime,nOfflineRequests,UnservicedOfflineRequest,nOnlineRequests,UnservicedOnlineRequests,AveragePercentRideSharing,ExcessRideTimePrServicedRequest
Gen_Data_500_0.7_1_Run2,3549.79,7.1,18,54,58614.198193763434,22942.775848312594,5146,0,30419,9374,9932,0,0,500,54,4.626,1.116
Gen_Data_500_0.7_2_Run2,3685.52,7.37,20,64,68599.20046397833,24343.572370852904,4117,2,30736,9810,10561,0,0,500,64,6.052,1.502
Gen_Data_500_0.7_3_Run2,3521.42,7.04,16,54,58571.68156223715,23137.561651529726,5746,0,31201,9364,9817,0,0,500,54,3.291,0.906
Gen_Data_500_0.7_4_Run2,3463.69,6.93,18,49,53582.76153825942,23577.43134481947,5030,0,30962,9315,9598,0,0,500,49,2.462,0.566
Gen_Data_500_0.7_5_Run2,3593.89,7.19,15,46,50624.280379232274,23336.915351649175,5111,0,30806,9436,9684,0,0,500,46,2.297,0.496
Gen_Data_500_0.7_6_Run2,3747.2,7.49,23,56,60590.29647179164,22724.291856461874,5538,9,30579,9253,9633,0,0,500,56,2.889,0.76
Gen_Data_500_0.7_7_Run2,3744.92,7.49,21,68,72454.7764590129,22871.65090198396,5700,0,30827,9192,9602,0,0,500,68,2.881,0.82
Gen_Data_500_0.7_8_Run2,3655.58,7.31,20,63,67483.43062297042,23261.226393032863,4998,0,30530,9616,10033,0,0,500,63,3.015,0.834
Gen_Data_500_0.7_9_Run2,3641.38,7.28,15,66,70515.4475175117,22812.384863873373,5690,1,30762,9163,9735,0,0,500,66,3.75,1.144
Gen_Data_500_0.7_10_Run2,3584.77,7.17,26,45,49756.570556234066,23628.554472198648,5041,1,31041,9842,10543,0,0,500,45,5.095,1.402
