BaseScenario,TotalElapsedTime_mean,AverageResponseTime_mean,EventsInsertedByALNS_mean,nTaxi_mean,TotalCost_mean,TotalDistance_mean,TotalIdleTime_mean,TotalIdleTimeWithCustomer_mean,TotalRideTime_mean,TotalDirectRideTime_mean,TotalActualRideTime_mean,nOfflineRequests_mean,UnservicedOfflineRequest_mean,nOnlineRequests_mean,UnservicedOnlineRequests_mean,AveragePercentRideSharing_mean
Gen_Data_20_0.7_1,6.883333333333333,0.8633333333333333,1.0,5.0,5169.2005116725295,1053.0560171934185,276.0,0.0,1408.0,392.0,496.0,12.0,1.0,8.0,4.0,6.666999999999999
Gen_Data_20_0.7_2,5.47,0.6866666666666666,0.0,3.0,3170.0,1066.770199929022,174.0,0.0,1330.0,251.0,251.0,12.0,1.0,8.0,2.0,0.0
Gen_Data_20_0.7_3,17.743333333333332,2.22,2.0,0.0,219.5121951219512,1180.0128639923503,228.0,0.0,1509.0,467.0,547.0,12.0,0.0,8.0,0.0,5.556
Gen_Data_20_0.7_4,5.203333333333333,0.6499999999999999,1.0,2.0,2190.8695652173915,1562.1003364011904,143.0,0.0,1800.0,502.0,552.0,12.0,1.0,8.0,1.0,4.167
Gen_Data_20_0.7_5,11.549999999999999,1.4433333333333334,2.0,2.0,2188.3050847457625,1403.4747413192472,75.0,0.0,1570.0,420.0,469.0,12.0,0.0,8.0,2.0,2.778
Gen_Data_20_0.7_6,7.896666666666666,0.9866666666666667,1.0,3.0,3170.0,1153.3574778203752,223.0,0.0,1465.0,370.0,370.0,12.0,0.0,8.0,3.0,0.0
Gen_Data_20_0.7_7,10.41,1.3,1.3333333333333333,0.0,212.46320346320348,1361.0826885747754,123.66666666666667,0.0,1591.6666666666667,502.0,553.0,12.0,0.0,8.0,0.0,5.556
Gen_Data_20_0.7_8,5.303333333333334,0.6633333333333334,0.0,3.0,3175.7971014492755,1263.29970390532,519.0,0.0,1870.0,415.0,455.0,12.0,1.0,8.0,2.0,3.333
Gen_Data_20_0.7_9,13.63,1.7033333333333334,0.0,5.0,5150.0,1292.7041570286249,224.0,0.0,1595.0,370.0,370.0,12.0,1.0,8.0,4.0,0.0
Gen_Data_20_0.7_10,10.936666666666667,1.3666666666666665,2.0,2.0,2205.98814229249,1164.1541857142943,175.0,0.0,1433.0,391.0,536.0,12.0,0.0,8.0,2.0,6.666999999999999
