ScenarioName,TotalElapsedTime,AverageResponseTime,EventsInsertedByALNS,nTaxi,TotalCost,TotalDistance,TotalIdleTime,TotalIdleTimeWithCustomer,TotalRideTime,TotalDirectRideTime,TotalActualRideTime,nOfflineRequests,UnservicedOfflineRequest,nOnlineRequests,UnservicedOnlineRequests,AveragePercentRideSharing,ExcessRideTimePrServicedRequest,TotalEmptyRelocationTime,TotalNumberOfRequestsOverlapIdleVehicle,TotalDriveTimeToNearestIdleVehicle
Gen_Data_500_0.7_1_Run5,4294.4,8.59,23,95,99258.39061945856,23938.577111946997,4263,19,30371,8620,9367,0,0,500,95,6.178,1.494,9116,455,10935
Gen_Data_500_0.7_2_Run5,4347.29,8.69,25,101,105262.50890343386,24580.806932253592,3890,30,30582,8729,9565,0,0,500,101,6.845,1.672,9194,435,10873
Gen_Data_500_0.7_3_Run5,4095.17,8.19,29,91,95297.90486529071,22952.448260065652,3750,24,28882,8370,8903,0,0,500,91,3.07,1.066,8148,462,10988
Gen_Data_500_0.7_4_Run5,4344.78,8.69,20,102,106174.39647272076,23108.73783765591,4647,30,29879,8186,8799,0,0,500,102,4.231,1.226,9080,482,11685
Gen_Data_500_0.7_5_Run5,4249.34,8.5,29,90,94381.4153567504,23393.429303383025,4519,57,30094,8215,9038,0,0,500,90,4.813,1.646,9091,485,11904
Gen_Data_500_0.7_6_Run5,4149.15,8.3,25,78,82445.75304156073,24034.53146678489,3209,91,29486,8840,9555,0,0,500,78,3.923,1.43,8190,451,11200
Gen_Data_500_0.7_7_Run5,4212.69,8.42,38,93,97390.79533993649,24391.633427168254,3719,11,30306,8759,9784,0,0,500,93,6.273,2.05,8925,466,13753
Gen_Data_500_0.7_8_Run5,4283.11,8.57,27,100,104171.7733967491,23904.368377388684,3968,49,30007,8580,9165,0,0,500,100,4.146,1.17,8787,438,11180
Gen_Data_500_0.7_9_Run5,4282.29,8.56,25,104,108230.31803368847,23457.954860817994,4585,4,30151,8287,9185,0,0,500,104,5.839,1.796,9216,472,12067
Gen_Data_500_0.7_10_Run5,4435.87,8.87,35,97,101305.92612525045,23820.586874230637,3650,37,29638,8722,9420,0,0,500,97,4.455,1.396,8990,434,12356
