ScenarioName,TotalElapsedTime,AverageResponseTime,EventsInsertedByALNS,nTaxi,TotalCost,TotalDistance,TotalIdleTime,TotalIdleTimeWithCustomer,TotalRideTime,TotalDirectRideTime,TotalActualRideTime,nOfflineRequests,UnservicedOfflineRequest,nOnlineRequests,UnservicedOnlineRequests,AveragePercentRideSharing,ExcessRideTimePrServicedRequest
Gen_Data_100_0.7_1_Run3,390.81,9.77,8,5,5987.779202279202,5006.405220739095,563,0,6063,1994,2099,60,0,40,5,2.16,1.05
Gen_Data_100_0.7_2_Run3,392.73,9.82,16,0,1067.8006027473562,5030.825945639967,559,0,6106,2014,2321,60,0,40,0,7.901,3.07
Gen_Data_100_0.7_3_Run3,412.04,10.3,11,3,4029.667595329104,5305.3954645897375,414,20,6219,2109,2365,60,0,40,3,7.143,2.56
Gen_Data_100_0.7_4_Run3,397.76,9.94,15,5,6040.87933016211,4999.211625253976,461,17,5948,1945,2243,60,0,40,5,7.692,2.98
Gen_Data_100_0.7_5_Run3,372.76,9.32,11,4,5000.785546242781,5081.915713104914,477,0,6054,2083,2267,60,0,40,4,7.485,1.84
Gen_Data_100_0.7_6_Run3,370.87,9.27,16,2,3081.8906962103456,5278.963829462872,378,16,6158,2208,2695,60,0,40,2,14.145,4.87
Gen_Data_100_0.7_7_Run3,366.1,9.15,15,5,6016.924631130517,4832.453097810868,488,26,5807,2042,2382,60,0,40,5,11.728,3.4
Gen_Data_100_0.7_8_Run3,443.13,11.08,13,1,2034.0789411377018,4856.676621515706,512,22,5878,1893,2109,60,0,40,1,6.104,2.16
Gen_Data_100_0.7_9_Run3,385.25,9.63,8,5,5981.5228904155365,5285.2443784806,504,3,6279,2198,2356,60,0,40,5,4.727,1.58
Gen_Data_100_0.7_10_Run3,307.33,7.68,9,0,1043.8131524272828,5070.145488499802,438,0,6021,1887,2064,60,0,40,0,4.259,1.77
