ScenarioName,TotalElapsedTime,AverageResponseTime,EventsInsertedByALNS,nTaxi,TotalCost,TotalDistance,TotalIdleTime,TotalIdleTimeWithCustomer,TotalRideTime,TotalDirectRideTime,TotalActualRideTime,nOfflineRequests,UnservicedOfflineRequest,nOnlineRequests,UnservicedOnlineRequests,AveragePercentRideSharing,ExcessRideTimePrServicedRequest
Gen_Data_100_0.7_1_Run3,229.05,5.73,7,4,4997.779202279202,4877.263466315895,511,0,5883,2052,2157,60,0,40,4,2.183,1.05
Gen_Data_100_0.7_2_Run3,193.62,4.84,14,0,1052.435135628491,4764.691255953674,282,3,5554,2014,2248,60,0,40,0,6.515,2.34
Gen_Data_100_0.7_3_Run3,221.9,5.55,10,3,4023.4759646334114,5054.549009881392,454,0,6003,2109,2319,60,0,40,3,5.818,2.1
Gen_Data_100_0.7_4_Run3,247.75,6.19,13,5,6014.626297270058,4773.482239698943,338,3,5594,1939,2293,60,0,40,5,8.131,3.54
Gen_Data_100_0.7_5_Run3,208.48,5.21,7,3,3995.2601150155447,5105.255321872714,432,16,6030,2100,2231,60,0,40,3,4.663,1.31
Gen_Data_100_0.7_6_Run3,223.28,5.58,16,2,3060.179214602318,4973.226163586007,250,13,5712,2211,2575,60,0,40,2,13.217,3.64
Gen_Data_100_0.7_7_Run3,291.79,7.29,12,8,9004.388909191373,4757.060683924815,390,19,5610,2024,2443,60,0,40,8,10.833,4.19
Gen_Data_100_0.7_8_Run3,211.03,5.28,8,3,4003.268408062526,4688.245141037665,539,39,5720,1862,2039,60,0,40,3,5.123,1.77
Gen_Data_100_0.7_9_Run3,251.86,6.3,12,3,4045.883725611869,5007.715012657797,187,11,5691,2256,2625,60,0,40,3,9.246,3.69
Gen_Data_100_0.7_10_Run3,176.83,4.42,10,0,1050.8692720867377,4968.340661552874,450,9,5922,1887,2098,60,0,40,0,6.72,2.11
