ScenarioName,TotalElapsedTime_mean,AverageResponseTime_mean,EventsInsertedByALNS_mean,nTaxi_mean,TotalCost_mean,TotalDistance_mean,TotalIdleTime_mean,TotalIdleTimeWithCustomer_mean,TotalRideTime_mean,TotalDirectRideTime_mean,TotalActualRideTime_mean,nOfflineRequests_mean,UnservicedOfflineRequest_mean,nOnlineRequests_mean,UnservicedOnlineRequests_mean,AveragePercentRideSharing_mean
Gen_Data_100_1,1218.158,30.005999999999993,10.8,14.8,15769.040526498215,4735.005603255578,194.4,7.8,5365.4,1866.6,2338.2,60.0,2.0,40.0,12.8,14.268
Gen_Data_100_2,1112.2400000000002,27.369999999999997,8.8,12.6,13531.725106967348,4784.247163366277,198.8,3.4,5427.4,1660.2,1912.4,60.0,1.0,40.0,11.6,7.67
Gen_Data_100_3,1220.8560000000002,30.038,10.6,16.6,17524.177592935244,4656.998302679737,240.2,9.4,5324.0,1802.2,2162.6,60.0,1.0,40.0,15.6,12.881200000000002
Gen_Data_100_4,1227.7759999999998,30.206,8.4,15.4,16356.338283460194,4704.550156800221,258.0,3.8,5396.0,1825.4,2282.8,60.0,0.0,40.0,15.4,10.939200000000001
Gen_Data_100_5,1165.812,28.698,10.0,11.6,12632.002749326455,4654.959096551749,264.4,6.4,5365.6,1698.0,2209.2,60.0,0.0,40.0,11.6,14.2024
Gen_Data_100_6,1199.056,29.488,12.6,15.0,15980.979897772519,4513.328743955126,254.6,2.8,5207.4,1886.0,2421.6,60.0,0.0,40.0,15.0,11.1402
Gen_Data_100_7,1061.708,26.092000000000002,10.0,18.2,19134.91521509033,4758.489648476569,213.0,28.0,5384.8,1879.2,2403.0,60.0,2.0,40.0,16.2,15.455599999999999
Gen_Data_100_8,1174.248,28.842000000000002,11.2,13.2,14142.562875796075,4848.443267062499,143.2,9.6,5432.6,1915.8,2226.4,60.0,0.0,40.0,13.2,11.245999999999999
Gen_Data_100_9,1094.1979999999999,26.898000000000003,5.4,10.0,10984.083475489717,4478.355740394526,391.4,35.6,5327.4,1759.0,2121.4,60.0,0.0,40.0,10.0,11.9052
Gen_Data_100_10,1035.266,25.448,8.2,22.6,23477.21879003393,4772.441891982342,218.2,21.2,5386.4,2153.8,2607.8,60.0,3.0,40.0,19.6,14.4318
