ScenarioName,TotalElapsedTime,AverageResponseTime,EventsInsertedByALNS,nTaxi,TotalCost,TotalDistance,TotalIdleTime,TotalIdleTimeWithCustomer,TotalRideTime,TotalDirectRideTime,TotalActualRideTime,nOfflineRequests,UnservicedOfflineRequest,nOnlineRequests,UnservicedOnlineRequests,AveragePercentRideSharing,ExcessRideTimePrServicedRequest,TotalEmptyRelocationTime,TotalNumberOfRequestsOverlapIdleVehicle,TotalDriveTimeToNearestIdleVehicle
Gen_Data_100_0.7_1_Run5,1060.11,10.6,0,50,50516.19047619047,2899.8983565991966,3663,0,6840,1156,1190,0,0,100,50,0.877,0.34,1115,93,2423
Gen_Data_100_0.7_2_Run5,782.9,7.83,1,34,34681.85344827586,3282.4587100471535,3192,0,6840,1238,1301,0,0,100,34,2.632,0.63,1312,98,2241
Gen_Data_100_0.7_3_Run5,867.64,8.67,0,39,39642.73500925794,3429.2373246224915,3076,0,6840,1281,1382,0,0,100,39,3.158,1.01,1522,98,2529
Gen_Data_100_0.7_4_Run5,841.17,8.41,0,38,38649.897095314554,3465.3017849797234,3035,0,6840,1373,1437,0,0,100,38,2.857,0.64,1347,88,2036
Gen_Data_100_0.7_5_Run5,862.47,8.62,0,39,39624.117647058825,3153.403222184892,3347,0,6840,1131,1155,0,0,100,39,1.053,0.24,1534,99,2115
Gen_Data_100_0.7_6_Run5,917.16,9.17,1,42,42639.50458955745,3496.174716699121,3025,0,6840,1335,1526,0,0,100,42,5.175,1.91,1490,93,2156
Gen_Data_100_0.7_7_Run5,752.89,7.52,2,33,33704.63333333333,3255.1113862265256,3220,25,6840,1234,1294,0,0,100,33,3.12,0.6,1461,97,2248
Gen_Data_100_0.7_8_Run5,828.44,8.28,2,37,37650.9098949696,3498.105167893883,3000,0,6840,1330,1405,0,0,100,37,2.982,0.75,1522,100,2384
Gen_Data_100_0.7_9_Run5,877.16,8.77,2,40,40627.52457757296,3269.6025199840046,3233,0,6840,1256,1344,0,0,100,40,3.07,0.88,1408,94,2296
Gen_Data_100_0.7_10_Run5,835.45,8.35,1,37,37688.90813295015,3279.4012991011,3214,0,6840,1252,1375,0,0,100,37,5.326,1.23,1406,93,2101
