ScenarioName,TotalCost_mean,nTaxi_mean
Gen_Data_500_1,23366.194046355886,17.8
Gen_Data_500_2,27643.45681596197,22.0
Gen_Data_500_3,16769.51823706501,11.2
Gen_Data_500_4,24542.291750990506,19.0
Gen_Data_500_5,25161.768851102504,19.4
Gen_Data_500_6,28548.240698228823,23.0
Gen_Data_500_7,23688.99478646681,18.2
Gen_Data_500_8,21540.503578965,16.0
Gen_Data_500_9,31600.323507101035,26.0
Gen_Data_500_10,25168.112123940482,19.4
