Iteration,TotalCost,nRequestBank,p,delta,IsAccepted,IsImproved,IsNewBest,DM,RM,DW1,DW2,DW3,RW1,RW2nD1,nD2,nD3,nR1,nR2
0,16192.750220708474,10,0.9975000003973643,0.6713076247974409,true,true,true,shawRemoval,regretInsertion,0.3333333333333333,0.3333333333333333,3.6,0.5,3.75000000000000040,0,0,0,0
1,10662.37108088001,5,0.9912083327770234,0.3415342708588076,true,true,true,shawRemoval,regretInsertion,0.3333333333333333,0.3333333333333333,3.6,0.5,3.75000000000000040,0,1,0,1
2,17482.11280268994,12,0.9862499992052715,0.6396083638506294,true,false,false,shawRemoval,regretInsertion,0.3333333333333333,0.3333333333333333,3.6,0.5,3.75000000000000040,0,2,0,2
3,13357.307332235869,8,0.9795583327611287,0.2527520596416379,true,true,false,shawRemoval,regretInsertion,0.3333333333333333,0.3333333333333333,3.6,0.5,3.75000000000000040,0,3,0,3
4,8360.272857685452,3,0.9773500005404154,0.2159086572519249,true,true,true,randomDestroy,regretInsertion,0.3333333333333333,0.3333333333333333,3.6,0.5,3.75000000000000041,0,3,0,4
5,7327.97724806513,2,0.9747250000635783,0.12347630600015051,true,true,true,shawRemoval,regretInsertion,0.3333333333333333,0.3333333333333333,3.6,0.5,3.75000000000000041,0,4,0,5
6,15206.7579857042,10,0.9668000002702077,1.075164465026058,false,false,false,shawRemoval,regretInsertion,0.3333333333333333,0.3333333333333333,3.6,0.5,3.75000000000000041,0,5,0,6
7,13195.272366593907,8,0.957916667064031,0.8006704879000505,true,false,false,shawRemoval,regretInsertion,0.3333333333333333,0.3333333333333333,3.6,0.5,3.75000000000000041,0,6,0,7
8,10143.18732342028,5,0.9515250007311503,0.38417287336672257,true,true,false,shawRemoval,regretInsertion,0.3333333333333333,0.3333333333333333,3.6,0.5,3.75000000000000041,0,7,0,8
9,13062.885695759396,8,0.9484833339850108,0.7826045651558899,true,false,false,shawRemoval,regretInsertion,0.3333333333333333,0.3333333333333333,3.6,0.5,3.75000000000000041,0,8,0,9
10,14064.684043647954,9,0.945974999666214,0.9193132794403225,true,false,false,shawRemoval,regretInsertion,3.6,0.3333333333333333,4.84,0.5,5.14500000000000050,0,0,0,0
11,15066.761134031023,10,0.9404166658719381,1.0560600318470192,false,false,false,shawRemoval,regretInsertion,3.6,0.3333333333333333,4.84,0.5,5.14500000000000050,0,1,0,1
12,20033.037590641943,15,0.9370833337306976,1.733774534566335,false,false,false,shawRemoval,greedyInsertion,3.6,0.3333333333333333,4.84,0.5,5.14500000000000050,0,2,1,1
13,12130.311720848826,7,0.9309666673342387,0.6553424376490385,true,true,false,shawRemoval,regretInsertion,3.6,0.3333333333333333,4.84,0.5,5.14500000000000050,0,3,1,2
14,15133.623949592438,10,0.9254083335399628,1.06518435269273,false,false,false,shawRemoval,regretInsertion,3.6,0.3333333333333333,4.84,0.5,5.14500000000000050,0,4,1,3
15,18069.455351776516,13,0.9183333337306976,1.4658176110668948,false,false,false,shawRemoval,regretInsertion,3.6,0.3333333333333333,4.84,0.5,5.14500000000000050,0,5,1,4
16,12118.815189098204,7,0.911808333794276,0.6537735829212681,true,true,false,randomDestroy,regretInsertion,3.6,0.3333333333333333,4.84,0.5,5.14500000000000051,0,5,1,5
17,19974.22479229023,15,0.9049999992052714,1.7257487456806995,false,false,false,shawRemoval,regretInsertion,3.6,0.3333333333333333,4.84,0.5,5.14500000000000051,0,6,1,6
18,11161.870586820578,6,0.9,0.5231857590398148,true,true,false,shawRemoval,regretInsertion,3.6,0.3333333333333333,4.84,0.5,5.14500000000000051,0,7,1,7
19,11134.025154270075,6,0.8938500006993612,0.5193858792629152,true,true,false,shawRemoval,regretInsertion,3.6,0.3333333333333333,4.84,0.5,5.14500000000000051,0,8,1,8
20,11179.775492757752,6,0.8920083324114482,0.5256291216937997,true,false,false,randomDestroy,greedyInsertion,4.54,0.3333333333333333,4.8435,1.1,5.2805000000000010,0,0,0,0
21,9154.594464674417,4,0.8877666672070821,0.24926622378523147,true,true,false,randomDestroy,regretInsertion,4.54,0.3333333333333333,4.8435,1.1,5.2805000000000011,0,0,0,1
22,9123.309914282305,4,0.8849916676680247,0.24499703061867614,true,true,false,shawRemoval,regretInsertion,4.54,0.3333333333333333,4.8435,1.1,5.2805000000000011,0,1,0,2
23,21969.881732183865,17,0.8776666661103567,1.9980826889145658,false,false,false,shawRemoval,regretInsertion,4.54,0.3333333333333333,4.8435,1.1,5.2805000000000011,0,2,0,3
24,8108.595306047289,3,0.8724500000476837,0.10652572074896559,true,true,false,randomDestroy,regretInsertion,4.54,0.3333333333333333,4.8435,1.1,5.2805000000000012,0,2,0,4
25,28854.37271541526,24,0.8627249995867411,2.9375630871444,false,false,false,randomDestroy,greedyInsertion,4.54,0.3333333333333333,4.8435,1.1,5.2805000000000013,0,2,1,4
26,7115.357671318234,2,0.857274999221166,0.02901477031783034,true,true,true,shawRemoval,regretInsertion,4.54,0.3333333333333333,4.8435,1.1,5.2805000000000013,0,3,1,5
27,14064.211817411247,9,0.8543083329995473,0.976599415951163,false,false,false,randomDestroy,greedyInsertion,4.54,0.3333333333333333,4.8435,1.1,5.2805000000000014,0,3,2,5
28,15076.212445865618,10,0.8509750008583069,1.1188270698797504,false,false,false,randomDestroy,greedyInsertion,4.54,0.3333333333333333,4.8435,1.1,5.2805000000000015,0,3,3,5
29,11104.02959978902,6,0.8441083331902822,0.5605722316038994,true,false,false,randomDestroy,regretInsertion,4.54,0.3333333333333333,4.8435,1.1,5.2805000000000016,0,3,3,6
30,11094.116086396469,6,0.8418083329995474,0.5591789757971656,true,true,false,shawRemoval,regretInsertion,4.736000000000001,0.3333333333333333,5.834149999999999,0.9900000000000001,6.1524500000000010,0,0,0,0
31,11138.590801239501,6,0.8350500007470449,0.5654294999306618,true,false,false,randomDestroy,regretInsertion,4.736000000000001,0.3333333333333333,5.834149999999999,0.9900000000000001,6.1524500000000011,0,0,0,1
32,12088.044237623952,7,0.8316666662693024,0.6988667043893589,true,false,false,shawRemoval,regretInsertion,4.736000000000001,0.3333333333333333,5.834149999999999,0.9900000000000001,6.1524500000000011,0,1,0,2
33,15129.31344405505,10,0.8262583335240682,1.126289941128441,false,false,false,randomDestroy,regretInsertion,4.736000000000001,0.3333333333333333,5.834149999999999,0.9900000000000001,6.1524500000000012,0,1,0,3
34,10138.291797868274,5,0.8229166666666666,0.42484640494396875,true,true,false,shawRemoval,regretInsertion,4.736000000000001,0.3333333333333333,5.834149999999999,0.9900000000000001,6.1524500000000012,0,2,0,4
35,17027.61279462836,12,0.8151416659355164,1.3930789682247586,false,false,false,worstRemoval,regretInsertion,4.736000000000001,0.3333333333333333,5.834149999999999,0.9900000000000001,6.1524500000000012,1,2,0,5
36,14048.79844899266,9,0.8101333340009054,0.9744332046191988,false,false,false,shawRemoval,regretInsertion,4.736000000000001,0.3333333333333333,5.834149999999999,0.9900000000000001,6.1524500000000012,1,3,0,6
37,17010.079204775815,12,0.8042916675408681,1.3906147786980363,false,false,false,randomDestroy,regretInsertion,4.736000000000001,0.3333333333333333,5.834149999999999,0.9900000000000001,6.1524500000000013,1,3,0,7
38,13116.78859440257,8,0.7980583329995473,0.843447539858172,false,false,false,shawRemoval,regretInsertion,4.736000000000001,0.3333333333333333,5.834149999999999,0.9900000000000001,6.1524500000000013,1,4,0,8
39,18074.648854453542,13,0.7929250001907349,1.5402305392618336,false,false,false,shawRemoval,regretInsertion,4.736000000000001,0.3333333333333333,5.834149999999999,0.9900000000000001,6.1524500000000013,1,5,0,9
40,11107.348043448757,6,0.7911166667938232,0.56103860923564,true,false,false,shawRemoval,regretInsertion,4.695733333333334,0.3,5.900735,0.9900000000000001,6.05720500000000150,0,0,0,0
41,14043.465079112037,9,0.7870833337306976,0.9736836470948986,false,false,false,shawRemoval,regretInsertion,4.695733333333334,0.3,5.900735,0.9900000000000001,6.05720500000000150,0,1,0,1
42,15059.160459533858,10,0.7829583326975504,1.116430565428471,false,false,false,shawRemoval,regretInsertion,4.695733333333334,0.3,5.900735,0.9900000000000001,6.05720500000000150,0,2,0,2
43,22024.66172123137,17,0.7787500003973643,2.095369584864586,false,false,false,randomDestroy,greedyInsertion,4.695733333333334,0.3,5.900735,0.9900000000000001,6.05720500000000151,0,2,1,2
44,10131.675858492905,5,0.7769499997297923,0.4239165937270234,true,true,false,shawRemoval,regretInsertion,4.695733333333334,0.3,5.900735,0.9900000000000001,6.05720500000000151,0,3,1,3
45,32843.13432088825,28,0.770974999666214,3.6158093293437403,false,false,false,randomDestroy,greedyInsertion,4.695733333333334,0.3,5.900735,0.9900000000000001,6.05720500000000152,0,3,2,3
46,14168.098137145627,9,0.7650416672229767,0.9911997107688278,false,false,false,shawRemoval,regretInsertion,4.695733333333334,0.3,5.900735,0.9900000000000001,6.05720500000000152,0,4,2,4
47,22967.848183376693,18,0.7599916676680247,2.2279260220409314,false,false,false,randomDestroy,greedyInsertion,4.695733333333334,0.3,5.900735,0.9900000000000001,6.05720500000000153,0,4,3,4
48,14143.630632742352,9,0.7541833341121673,0.9877610214529129,false,false,false,shawRemoval,regretInsertion,4.695733333333334,0.3,5.900735,0.9900000000000001,6.05720500000000153,0,5,3,5
49,13088.530745255179,8,0.7501416663328806,0.8394761514258944,false,false,false,shawRemoval,regretInsertion,4.695733333333334,0.3,5.900735,0.9900000000000001,6.05720500000000153,0,6,3,6
50,16998.99476972378,12,0.7440333326657613,1.3890569603051937,false,false,false,shawRemoval,regretInsertion,4.226160000000001,0.3,5.496375785714286,0.8910000000000001,5.6371987857142870,0,0,0,0
51,20016.086769781585,15,0.7381916662057241,1.8130823065249064,false,false,false,shawRemoval,regretInsertion,4.226160000000001,0.3,5.496375785714286,0.8910000000000001,5.6371987857142870,0,1,0,1
52,35793.74205007276,31,0.7315333326657614,4.030490904815105,false,false,false,shawRemoval,greedyInsertion,4.226160000000001,0.3,5.496375785714286,0.8910000000000001,5.6371987857142870,0,2,1,1
53,8122.428028124428,3,0.7270333329836527,0.141534748262292,true,true,false,randomDestroy,regretInsertion,4.226160000000001,0.3,5.496375785714286,0.8910000000000001,5.6371987857142871,0,2,1,2
54,7111.242462039365,2,0.723333332935969,0.0005783559265695286,true,true,true,randomDestroy,regretInsertion,4.226160000000001,0.3,5.496375785714286,0.8910000000000001,5.6371987857142872,0,2,1,3
55,13179.094662156233,8,0.7180583337942759,0.8532759545898997,false,false,false,randomDestroy,regretInsertion,4.226160000000001,0.3,5.496375785714286,0.8910000000000001,5.6371987857142873,0,2,1,4
56,14083.266202932558,9,0.7127749999364217,0.9804227289549841,false,false,false,shawRemoval,regretInsertion,4.226160000000001,0.3,5.496375785714286,0.8910000000000001,5.6371987857142873,0,3,1,5
57,9098.529615563799,4,0.7077833334604899,0.2794570940497111,true,false,false,randomDestroy,regretInsertion,4.226160000000001,0.3,5.496375785714286,0.8910000000000001,5.6371987857142874,0,3,1,6
58,10175.155166152086,5,0.7013916671276093,0.43085476560084146,true,false,false,randomDestroy,regretInsertion,4.226160000000001,0.3,5.496375785714286,0.8910000000000001,5.6371987857142875,0,3,1,7
59,14094.715956145112,9,0.6965333342552185,0.9820328207601324,false,false,false,shawRemoval,regretInsertion,4.226160000000001,0.3,5.496375785714286,0.8910000000000001,5.6371987857142875,0,4,1,8
60,16101.347910363183,11,0.691949999332428,1.264210227159887,false,false,false,shawRemoval,regretInsertion,5.243544000000001,0.3,4.946738207142857,0.8019000000000002,5.8734789071428580,0,0,0,0
61,10136.178725153775,5,0.6868083337942759,0.4253738048255098,true,true,false,shawRemoval,regretInsertion,5.243544000000001,0.3,4.946738207142857,0.8019000000000002,5.8734789071428580,0,1,0,1
62,13148.871355696261,8,0.6818083326021831,0.8490258806230357,false,false,false,randomDestroy,regretInsertion,5.243544000000001,0.3,4.946738207142857,0.8019000000000002,5.8734789071428581,0,1,0,2
63,17111.63711834293,12,0.6759750008583069,1.4062795228382141,false,false,false,randomDestroy,regretInsertion,5.243544000000001,0.3,4.946738207142857,0.8019000000000002,5.8734789071428582,0,1,0,3
64,17065.075515893506,12,0.6723333338896433,1.3997319184360333,false,false,false,randomDestroy,greedyInsertion,5.243544000000001,0.3,4.946738207142857,0.8019000000000002,5.8734789071428583,0,1,1,3
65,7153.758245209632,2,0.6682000001271566,0.00597867157493524,true,true,false,worstRemoval,regretInsertion,5.243544000000001,0.3,4.946738207142857,0.8019000000000002,5.8734789071428583,1,1,1,4
66,13119.175815264178,8,0.6638999998569488,0.8448500223829881,false,false,false,randomDestroy,regretInsertion,5.243544000000001,0.3,4.946738207142857,0.8019000000000002,5.8734789071428584,1,1,1,5
67,7170.191959931231,2,0.6627749999364216,0.008289620021613061,true,false,false,shawRemoval,regretInsertion,5.243544000000001,0.3,4.946738207142857,0.8019000000000002,5.8734789071428584,1,2,1,6
68,13185.140237473388,8,0.6590333342552185,0.8541260979156866,false,false,false,shawRemoval,regretInsertion,5.243544000000001,0.3,4.946738207142857,0.8019000000000002,5.8734789071428584,1,3,1,7
69,13076.269778227901,8,0.6552833338578542,0.8388164723718172,false,false,false,shawRemoval,regretInsertion,5.243544000000001,0.3,4.946738207142857,0.8019000000000002,5.8734789071428584,1,4,1,8
70,6139.242322837235,1,0.652224999666214,0.13668499483610336,true,true,true,randomDestroy,regretInsertion,5.379189600000001,1.57,5.102064386428572,0.7217100000000002,6.0861310164285720,0,0,0,0
71,9083.399391114166,4,0.6491750001907348,0.47956358675158073,true,false,false,randomDestroy,regretInsertion,5.379189600000001,1.57,5.102064386428572,0.7217100000000002,6.0861310164285721,0,0,0,1
72,9135.76305640665,4,0.6445916672547658,0.4880929235229437,true,false,false,shawRemoval,regretInsertion,5.379189600000001,1.57,5.102064386428572,0.7217100000000002,6.0861310164285721,0,1,0,2
73,16095.440374702397,11,0.6426416675249735,1.6217307492211726,false,false,false,shawRemoval,greedyInsertion,5.379189600000001,1.57,5.102064386428572,0.7217100000000002,6.0861310164285721,0,2,1,2
