BaseScenario,TotalElapsedTime_mean,AverageResponseTime_mean,EventsInsertedByALNS_mean,nTaxi_mean,TotalCost_mean,TotalDistance_mean,TotalIdleTime_mean,TotalIdleTimeWithCustomer_mean,TotalRideTime_mean,TotalDirectRideTime_mean,TotalActualRideTime_mean,nOfflineRequests_mean,UnservicedOfflineRequest_mean,nOnlineRequests_mean,UnservicedOnlineRequests_mean,AveragePercentRideSharing_mean,ExcessRideTimePrServicedRequest_mean
Gen_Data_300_0.7_1,1992.194,6.642,16.8,61.8,64314.0763521132,15388.89891858619,2422.8,1.2,19105.8,5152.2,5587.6,0.0,0.0,300.0,61.8,5.9564,1.4513333333333334
Gen_Data_300_0.7_2,2167.096,7.2219999999999995,14.4,73.0,75436.0620439119,15508.388277692802,2462.8,0.6,19201.0,4778.6,5328.8,0.0,0.0,300.0,73.0,5.912799999999999,1.834
Gen_Data_300_0.7_3,2059.666,6.864,12.6,65.0,67543.33212815094,15782.841361543678,2444.6,0.2,19506.8,5186.8,5666.0,0.0,0.0,300.0,65.0,5.468,1.5973333333333333
Gen_Data_300_0.7_4,2055.858,6.85,9.4,67.0,69507.06877846624,15353.615653582374,2492.0,0.0,19124.4,5021.0,5589.6,0.0,0.0,300.0,67.0,5.896800000000001,1.8953333333333333
Gen_Data_300_0.7_5,2185.754,7.286,13.2,73.4,75791.26316368856,15649.474904525734,2316.4,2.0,19200.2,4842.0,5162.6,0.0,0.0,300.0,73.4,4.9124,1.0686666666666667
Gen_Data_300_0.7_6,2030.1239999999998,6.768000000000001,14.2,65.0,67468.9337906453,15682.34163661517,2172.2,1.4,19121.4,5149.6,5537.2,0.0,0.0,300.0,65.0,4.206799999999999,1.2919999999999998
Gen_Data_300_0.7_7,2293.052,7.644,12.0,81.4,83710.1784652952,15523.299956657178,2287.8,0.0,19001.4,4871.8,5199.6,0.0,0.0,300.0,81.4,3.9112,1.0926666666666667
Gen_Data_300_0.7_8,2094.412,6.982000000000001,9.8,69.2,71661.98007024985,15435.564151297658,2330.4,0.2,19011.6,5150.8,5700.6,0.0,0.0,300.0,69.2,5.7002,1.8326666666666669
Gen_Data_300_0.7_9,2000.4640000000004,6.667999999999999,13.0,63.8,66250.06530613122,15345.064978729508,2547.0,0.0,19165.8,4626.2,4908.2,0.0,0.0,300.0,63.8,3.9556000000000004,0.9399999999999998
Gen_Data_300_0.7_10,2100.754,7.002000000000001,16.6,67.8,70258.36298322164,15732.732306570968,2369.4,0.4,19365.6,5306.8,5768.4,0.0,0.0,300.0,67.8,5.6259999999999994,1.5386666666666666
