ScenarioName,TotalCost,nTaxi
Gen_Data_300_1,6185.519033289387,3
Gen_Data_300_2,5453.485354106994,2
Gen_Data_300_3,7313.074219362712,4
Gen_Data_300_4,8323.590160633803,5
Gen_Data_300_5,9199.02937547865,6
Gen_Data_300_6,7335.215960136385,4
Gen_Data_300_7,11295.041994712188,8
Gen_Data_300_8,6600.005202266864,3
Gen_Data_300_9,3320.2095243428407,0
Gen_Data_300_10,8247.137567883248,5
