ScenarioName,TotalElapsedTime,AverageResponseTime,EventsInsertedByALNS,nTaxi,TotalCost,TotalDistance,TotalIdleTime,TotalIdleTimeWithCustomer,TotalRideTime,TotalDirectRideTime,TotalActualRideTime,nOfflineRequests,UnservicedOfflineRequest,nOnlineRequests,UnservicedOnlineRequests,AveragePercentRideSharing,ExcessRideTimePrServicedRequest,TotalEmptyRelocationTime,TotalNumberOfRequestsOverlapIdleVehicle,TotalDriveTimeToNearestIdleVehicle
Gen_Data_500_0.5_1_Run3,4017.75,20.09,5,65,69607.55287994632,19636.392416590308,1134,7,22981,8680,9799,300,0,200,65,8.156,2.238,2692,64,1639
Gen_Data_500_0.5_2_Run3,4035.65,20.17,3,84,88356.0987274047,19651.120943667716,1146,0,22909,9019,9836,300,0,200,84,7.734,1.634,2291,57,1572
Gen_Data_500_0.5_3_Run3,4006.94,20.03,8,58,62685.787588133535,19512.746964542537,1407,55,23171,9489,10761,300,0,200,58,10.336,2.544,2243,58,1357
Gen_Data_500_0.5_4_Run3,4031.83,20.16,4,66,70576.505044164,19636.91214186217,1064,32,22905,9007,10165,300,0,200,66,8.061,2.316,2457,57,1378
Gen_Data_500_0.5_5_Run3,4041.02,20.2,5,55,59729.51040934176,19747.714182550313,997,43,22996,9282,10400,300,0,200,55,9.839,2.236,2382,59,1186
Gen_Data_500_0.5_6_Run3,3997.13,19.98,3,73,77512.16038688406,19783.610325402118,1188,34,23132,8441,9443,300,1,200,72,7.944,2.004,2593,65,1397
Gen_Data_500_0.5_7_Run3,3995.89,19.98,10,58,62664.63726934994,19606.956102652366,1450,7,23296,9362,10376,300,0,200,58,9.242,2.028,2624,74,1498
Gen_Data_500_0.5_8_Run3,4026.26,20.13,2,59,63737.74542535003,19698.37298334229,1145,5,23087,9288,10839,300,0,200,59,10.639,3.102,2374,63,1346
Gen_Data_500_0.5_9_Run3,4010.23,20.05,4,58,62680.70660383672,19660.628328434283,1262,24,23167,8832,10013,300,0,200,58,8.834,2.362,2295,62,1132
Gen_Data_500_0.5_10_Run3,4021.79,20.11,7,63,67789.66279008017,19837.683619804677,1140,6,23199,9876,11456,300,0,200,63,12.79,3.16,2423,53,1240
