ScenarioName,TotalCost,nTaxi
Gen_Data_500_1,7165.003555749943,2
Gen_Data_500_2,5120.417346077498,0
Gen_Data_500_3,5082.997145857222,0
Gen_Data_500_4,5052.109553865564,0
Gen_Data_500_5,6058.219756986482,1
Gen_Data_500_6,6097.431825512984,1
Gen_Data_500_7,6022.575562665883,1
Gen_Data_500_8,5084.28905770804,0
Gen_Data_500_9,5136.326350237814,0
Gen_Data_500_10,5043.591543676972,0
