ScenarioName,TotalElapsedTime,AverageResponseTime,EventsInsertedByALNS,nTaxi,TotalCost,TotalDistance,TotalIdleTime,TotalIdleTimeWithCustomer,TotalRideTime,TotalDirectRideTime,TotalActualRideTime,nOfflineRequests,UnservicedOfflineRequest,nOnlineRequests,UnservicedOnlineRequests,AveragePercentRideSharing,ExcessRideTimePrServicedRequest,TotalEmptyRelocationTime,TotalNumberOfRequestsOverlapIdleVehicle,TotalDriveTimeToNearestIdleVehicle
Gen_Data_300_0.7_1_Run5,1200.67,0.0,0,2,5361.248483019735,14327.44381197695,560,31,16417,6422,7926,0,2,300,0,14.849,5.013333333333334,909,0,0
Gen_Data_300_0.7_2_Run5,1200.87,0.0,0,3,6380.552001768577,14526.484319298384,631,48,16656,6579,8169,0,3,300,0,13.294,5.3,847,0,0
Gen_Data_300_0.7_3_Run5,1200.72,0.0,0,0,3218.459623217066,14961.78070186197,705,98,17181,6607,7538,0,0,300,0,8.919,3.1033333333333335,771,0,0
Gen_Data_300_0.7_4_Run5,1200.59,0.0,0,1,4200.274837178819,15090.151057452567,591,63,17207,6347,7152,0,1,300,0,8.772,2.683333333333333,1001,0,0
Gen_Data_300_0.7_5_Run5,1200.63,0.0,0,6,9173.33110280268,14593.185843382818,703,71,16796,6453,7593,0,6,300,0,12.601,3.8,1128,0,0
Gen_Data_300_0.7_6_Run5,1200.6,0.0,0,1,4260.717803366893,15096.9578022969,661,82,17274,6765,7903,0,1,300,0,10.122,3.7933333333333334,851,0,0
Gen_Data_300_0.7_7_Run5,1200.94,0.0,0,0,3216.774524265322,14863.09934035993,574,39,16959,6771,7790,0,0,300,0,10.515,3.3966666666666665,808,0,0
Gen_Data_300_0.7_8_Run5,1200.99,0.0,0,2,5521.5076097871,15049.961945435585,468,60,17038,6697,8875,0,2,300,0,17.604,7.26,861,0,0
Gen_Data_300_0.7_9_Run5,1200.93,0.0,0,0,3246.0277501417168,14410.776031424843,788,77,16717,5831,6931,0,0,300,0,10.859,3.6666666666666665,998,0,0
Gen_Data_300_0.7_10_Run5,1200.56,0.0,0,0,3193.610597761899,14714.783395697359,939,80,17172,6981,8008,0,0,300,0,11.284,3.4233333333333333,1221,0,0
