ScenarioName,TotalElapsedTime,AverageResponseTime,EventsInsertedByALNS,nTaxi,TotalCost,TotalDistance,TotalIdleTime,TotalIdleTimeWithCustomer,TotalRideTime,TotalDirectRideTime,TotalActualRideTime,nOfflineRequests,UnservicedOfflineRequest,nOnlineRequests,UnservicedOnlineRequests,AveragePercentRideSharing,ExcessRideTimePrServicedRequest,TotalEmptyRelocationTime,TotalNumberOfRequestsOverlapIdleVehicle,TotalDriveTimeToNearestIdleVehicle
Gen_Data_300_0.7_1_Run5,2146.69,7.16,13,66,68552.83971447463,12022.419417363788,6904,0,20160,5142,5643,0,0,300,66,6.424,1.67,6026,297,6534
Gen_Data_300_0.7_2_Run5,2262.99,7.54,6,71,73441.76688621049,11669.766772652065,7297,23,20160,4785,5278,0,0,300,71,4.154,1.6433333333333333,5794,297,6286
Gen_Data_300_0.7_3_Run5,2168.33,7.23,11,68,70450.92512334851,12274.342383624855,6666,19,20159,5126,5576,0,0,300,68,5.748,1.5,6169,289,5715
Gen_Data_300_0.7_4_Run5,2091.06,6.97,12,63,65579.21115007169,11795.120043850413,7109,19,20160,5071,5772,0,0,300,63,6.826,2.3366666666666664,5258,298,5813
Gen_Data_300_0.7_5_Run5,2085.23,6.95,13,62,64556.37562302263,11676.104944626744,7239,0,20160,5037,5579,0,0,300,62,5.503,1.8066666666666666,5315,295,6753
Gen_Data_300_0.7_6_Run5,2048.53,6.83,7,60,62519.66103203189,11900.075523327927,7011,0,20160,5162,5570,0,0,300,60,4.496,1.36,5671,287,5619
Gen_Data_300_0.7_7_Run5,2261.41,7.54,13,75,77368.13451751797,11610.137306919343,7373,32,20160,5054,5405,0,0,300,75,3.912,1.17,5562,299,5935
Gen_Data_300_0.7_8_Run5,2246.65,7.49,13,72,74388.10637790292,11645.73940188386,7319,5,20160,4989,5383,0,0,300,72,3.963,1.3133333333333332,5495,295,6638
Gen_Data_300_0.7_9_Run5,2027.57,6.76,14,60,62601.363483665,11891.398604997765,7013,0,20160,4718,5260,0,0,300,60,6.541,1.8066666666666666,5756,298,6800
Gen_Data_300_0.7_10_Run5,2274.9,7.58,14,74,76418.25112270155,11956.192772312683,7014,12,20160,5227,5728,0,0,300,74,6.063,1.67,5645,299,5938
