BaseScenario,TotalElapsedTime_mean,AverageResponseTime_mean,EventsInsertedByALNS_mean,nTaxi_mean,TotalCost_mean,TotalDistance_mean,TotalIdleTime_mean,TotalIdleTimeWithCustomer_mean,TotalRideTime_mean,TotalDirectRideTime_mean,TotalActualRideTime_mean,nOfflineRequests_mean,UnservicedOfflineRequest_mean,nOnlineRequests_mean,UnservicedOnlineRequests_mean,AveragePercentRideSharing_mean
Gen_Data_20_0.7_1,5.246666666666667,0.26,0.0,10.0,10100.0,890.5078648716113,532.0,0.0,1477.0,230.0,230.0,0.0,0.0,20.0,10.0,0.0
Gen_Data_20_0.7_2,5.796666666666667,0.29000000000000004,0.0,12.0,12080.0,688.8876237095336,704.0,0.0,1433.0,173.0,173.0,0.0,0.0,20.0,12.0,0.0
Gen_Data_20_0.7_3,5.760000000000001,0.2866666666666667,1.0,10.0,10100.0,919.0952626470089,531.0,0.0,1504.0,192.0,192.0,0.0,0.0,20.0,10.0,0.0
Gen_Data_20_0.7_4,4.986666666666666,0.25,0.0,9.0,9110.0,848.7514206294667,466.0,0.0,1375.0,162.0,162.0,0.0,0.0,20.0,9.0,0.0
Gen_Data_20_0.7_5,4.43,0.22,0.0,9.0,9110.0,952.3016018677116,506.0,0.0,1517.0,252.0,252.0,0.0,0.0,20.0,9.0,0.0
Gen_Data_20_0.7_6,4.83,0.24333333333333332,0.0,9.0,9110.0,1081.3243235469051,383.0,0.0,1523.0,292.0,292.0,0.0,0.0,20.0,9.0,0.0
Gen_Data_20_0.7_7,5.543333333333334,0.28,0.0,11.0,11090.0,752.5295493046252,335.0,0.0,1138.0,95.0,95.0,0.0,0.0,20.0,11.0,0.0
Gen_Data_20_0.7_8,5.75,0.2866666666666667,0.0,10.0,10100.0,830.4201388946808,652.0,0.0,1535.0,201.0,201.0,0.0,0.0,20.0,10.0,0.0
Gen_Data_20_0.7_9,4.91,0.24666666666666667,0.0,8.0,8140.0,865.7011308688451,665.0,0.0,1597.0,161.0,197.0,0.0,0.0,20.0,8.0,5.0
Gen_Data_20_0.7_10,5.27,0.26666666666666666,0.0,11.0,11090.0,871.1326541064142,306.0,0.0,1225.0,179.0,179.0,0.0,0.0,20.0,11.0,0.0
