ScenarioName,TotalCost,nTaxi
Gen_Data_300_1,7157.809824724152,4
Gen_Data_300_2,7374.735499238821,4
Gen_Data_300_3,8301.35987432904,5
Gen_Data_300_4,5344.622968688325,2
Gen_Data_300_5,8191.32590356168,5
Gen_Data_300_6,6294.323395398298,3
Gen_Data_300_7,12339.785423121324,9
Gen_Data_300_8,6421.966011988062,3
Gen_Data_300_9,5371.995886682098,2
Gen_Data_300_10,10179.05168119237,7
