ScenarioName,TotalElapsedTime,AverageResponseTime,EventsInsertedByALNS,nTaxi,TotalCost,TotalDistance,TotalIdleTime,TotalIdleTimeWithCustomer,TotalRideTime,TotalDirectRideTime,TotalActualRideTime,nOfflineRequests,UnservicedOfflineRequest,nOnlineRequests,UnservicedOnlineRequests,AveragePercentRideSharing,ExcessRideTimePrServicedRequest,TotalEmptyRelocationTime,TotalNumberOfRequestsOverlapIdleVehicle,TotalDriveTimeToNearestIdleVehicle
Gen_Data_100_0.7_1_Run3,1089.7,10.39,1,49,49526.19047619047,2642.6797450784447,3936,0,6840,1202,1236,0,0,100,49,1.053,0.34,714,100,2601
Gen_Data_100_0.7_2_Run3,820.26,7.81,1,35,35668.75,2889.9713649683767,3614,0,6840,1283,1328,0,0,100,35,1.316,0.45,846,99,2263
Gen_Data_100_0.7_3_Run3,916.39,8.74,1,40,40632.73500925794,2857.1094261032763,3678,0,6840,1239,1340,0,0,100,40,2.982,1.01,790,97,2275
Gen_Data_100_0.7_4_Run3,956.56,9.11,0,42,42602.1492595022,2864.2784719820756,3680,0,6840,1297,1368,0,0,100,42,5.138,0.71,743,98,2542
Gen_Data_100_0.7_5_Run3,817.1,7.77,1,35,35667.88461538462,2835.634186022239,3676,0,6840,1182,1212,0,0,100,35,1.805,0.3,958,100,1982
Gen_Data_100_0.7_6_Run3,874.03,8.3,2,38,38657.289571126814,3146.537453803312,3376,0,6840,1394,1531,0,0,100,38,5.263,1.37,742,100,2438
Gen_Data_100_0.7_7_Run3,802.35,7.63,3,34,34662.8,2604.0255190365115,3889,0,6840,1151,1158,0,0,100,34,1.053,0.07,820,100,2130
Gen_Data_100_0.7_8_Run3,882.97,8.4,3,38,38640.9098949696,3088.866871159263,3430,0,6840,1279,1354,0,0,100,38,2.857,0.75,896,100,2512
Gen_Data_100_0.7_9_Run3,900.8,8.6,3,39,39672.63568868407,2849.3569107456547,3675,0,6840,1245,1420,0,0,100,39,3.434,1.75,807,95,2034
Gen_Data_100_0.7_10_Run3,833.97,7.95,2,36,36689.83160536942,2928.4277112710265,3588,0,6840,1292,1409,0,0,100,36,4.474,1.17,767,97,2269
