ScenarioName,TotalCost,nTaxi
Gen_Data_300_1,24213.652782301862,21
Gen_Data_300_2,18277.27930409694,15
Gen_Data_300_3,14297.549560976704,11
Gen_Data_300_4,4306.698322404903,1
Gen_Data_300_5,4255.214078584546,1
Gen_Data_300_6,8432.17724685621,5
Gen_Data_300_7,29205.075300640303,26
Gen_Data_300_8,4221.838595119316,1
Gen_Data_300_9,8445.756525024848,5
Gen_Data_300_10,4260.501308781739,1
