ScenarioName,TotalCost,nTaxi
Gen_Data_500_1,14811.066740176728,9
Gen_Data_500_2,15590.499025910533,10
Gen_Data_500_3,10563.078029867771,5
Gen_Data_500_4,14673.205973710246,9
Gen_Data_500_5,20745.030719845803,15
Gen_Data_500_6,21488.468776086826,16
Gen_Data_500_7,21521.287201705258,16
Gen_Data_500_8,12562.737469383108,7
Gen_Data_500_9,23540.64635826093,18
Gen_Data_500_10,15783.262853295404,10
