BaseScenario,TotalElapsedTime_mean,AverageResponseTime_mean,EventsInsertedByALNS_mean,nTaxi_mean,TotalCost_mean,TotalDistance_mean,TotalIdleTime_mean,TotalIdleTimeWithCustomer_mean,TotalRideTime_mean,TotalDirectRideTime_mean,TotalActualRideTime_mean,nOfflineRequests_mean,UnservicedOfflineRequest_mean,nOnlineRequests_mean,UnservicedOnlineRequests_mean,AveragePercentRideSharing_mean,ExcessRideTimePrServicedRequest_mean,TotalEmptyRelocationTime_mean,TotalNumberOfRequestsOverlapIdleVehicle_mean,TotalDriveTimeToNearestIdleVehicle_mean
Gen_Data_100_0.5_1,485.92999999999995,12.143999999999998,11.8,14.6,15519.77899362031,4153.160854454321,329.8,3.0,4919.8,1824.2,2104.2,60.0,0.0,40.0,14.6,9.5478,2.8,482.0,11.4,446.6
Gen_Data_100_0.5_2,509.8639999999999,12.738000000000001,17.0,14.0,15045.645829592502,3976.8125592411743,445.6,3.2,4861.8,1669.4,2375.2,60.0,0.0,40.0,14.0,19.7054,7.058,446.2,13.0,376.8
Gen_Data_100_0.5_3,517.2719999999999,12.925999999999998,8.2,18.2,19098.83568136208,4000.0966706193103,458.4,1.6,4878.0,1679.4,1920.4,60.0,0.0,40.0,18.2,9.7152,2.4099999999999997,386.8,13.6,432.8
Gen_Data_100_0.5_4,566.366,14.152000000000001,6.2,22.8,23657.78683979886,4057.7780681153613,249.0,6.6,4701.8,1658.4,1974.6,60.0,0.0,40.0,22.8,7.7828,3.162,262.2,10.2,353.6
Gen_Data_100_0.5_5,474.258,11.852,12.0,15.6,16526.989013141458,4100.262160043995,278.4,2.4,4809.8,1785.2,2072.4,60.0,0.0,40.0,15.6,10.6592,2.872,373.6,6.4,214.0
Gen_Data_100_0.5_6,502.83000000000004,12.562,5.0,19.2,20109.95416617673,3932.896270555787,481.4,3.8,4826.6,1797.0,2255.6,60.0,0.0,40.0,19.2,15.3984,4.586,337.8,4.6,179.4
Gen_Data_100_0.5_7,441.66399999999993,11.036000000000001,12.8,12.8,13768.470712037477,4036.389866520059,390.8,5.6,4871.6,1894.4,2362.6,60.0,0.0,40.0,12.8,12.224999999999998,4.682,292.8,13.0,313.8
Gen_Data_100_0.5_8,476.42800000000005,11.906,14.6,12.4,13359.639172843576,3917.180247631931,313.0,29.0,4682.0,1666.8,2002.8,60.0,0.0,40.0,12.4,8.1732,3.3600000000000003,378.2,12.8,531.8
Gen_Data_100_0.5_9,518.832,12.963999999999999,9.0,17.4,18360.300217754502,4041.5009471001576,381.6,35.6,4854.0,1883.8,2492.6,60.0,0.0,40.0,17.4,17.909200000000002,6.088,256.0,15.8,449.8
Gen_Data_100_0.5_10,435.36199999999997,10.874,10.4,12.8,13750.659645120362,4143.786218386676,317.2,3.6,4905.2,1575.6,1890.0,60.0,0.0,40.0,12.8,9.4836,3.1439999999999997,427.4,7.6,149.4
