BaseScenario,TotalElapsedTime_mean,AverageResponseTime_mean,EventsInsertedByALNS_mean,nTaxi_mean,TotalCost_mean,TotalDistance_mean,TotalIdleTime_mean,TotalIdleTimeWithCustomer_mean,TotalRideTime_mean,TotalDirectRideTime_mean,TotalActualRideTime_mean,nOfflineRequests_mean,UnservicedOfflineRequest_mean,nOnlineRequests_mean,UnservicedOnlineRequests_mean,AveragePercentRideSharing_mean,ExcessRideTimePrServicedRequest_mean,TotalEmptyRelocationTime_mean,TotalNumberOfRequestsOverlapIdleVehicle_mean,TotalDriveTimeToNearestIdleVehicle_mean
Gen_Data_100_0.5_1,498.504,12.456000000000001,7.8,16.0,16884.65973073679,4145.517068535929,348.2,17.0,4920.2,1772.0,1971.8,60.0,0.0,40.0,16.0,6.765600000000001,1.998,599.6,10.6,373.4
Gen_Data_100_0.5_2,507.09799999999996,12.674,13.0,14.6,15611.26481400246,4039.297117585384,421.0,0.2,4897.4,1628.6,2264.6,60.0,0.0,40.0,14.6,17.9102,6.36,636.4,10.2,248.6
Gen_Data_100_0.5_3,517.384,12.930000000000001,7.2,18.2,19108.409176155277,3924.7858341293772,493.0,11.0,4834.2,1696.8,2017.8,60.0,0.0,40.0,18.2,12.6144,3.21,557.8,12.2,322.2
Gen_Data_100_0.5_4,537.308,13.425999999999998,6.4,20.8,21687.761994936336,3971.92865475897,345.6,10.0,4720.6,1698.6,2061.4,60.0,0.0,40.0,20.8,10.2102,3.628,612.8,11.6,343.2
Gen_Data_100_0.5_5,492.40200000000004,12.302,10.8,14.4,15332.466892015675,3981.4565881082644,397.2,5.0,4814.8,1796.0,2077.8,60.0,0.0,40.0,14.4,10.5848,2.818,613.0,6.0,104.6
Gen_Data_100_0.5_6,508.328,12.702,8.8,16.8,17746.387801720106,3809.215988287743,602.0,4.6,4830.4,1818.6,2320.2,60.0,0.0,40.0,16.8,18.361,5.016,548.6,5.2,199.8
Gen_Data_100_0.5_7,490.48600000000005,12.256,10.4,14.0,14977.561872513714,4018.2065520405777,390.8,1.8,4844.2,1862.0,2406.6,60.0,0.0,40.0,14.0,14.091800000000001,5.446,479.2,13.2,314.4
Gen_Data_100_0.5_8,488.762,12.216000000000001,10.4,12.6,13549.717574016857,3820.9531301058532,446.4,10.4,4715.4,1641.8,1962.0,60.0,0.0,40.0,12.6,8.878400000000001,3.2019999999999995,551.8,14.8,527.6
Gen_Data_100_0.5_9,501.658,12.534,8.6,16.4,17400.04330979084,3931.092269453311,516.8,72.2,4878.8,1879.0,2614.2,60.0,0.0,40.0,16.4,20.366400000000002,7.351999999999999,575.4,14.4,444.4
Gen_Data_100_0.5_10,448.26599999999996,11.198,8.0,13.4,14325.747541635403,4088.4177829258856,369.8,24.2,4896.0,1556.8,1816.2,60.0,0.0,40.0,13.4,7.5264,2.594,583.8,7.8,201.2
