ScenarioName,TotalCost_mean,nTaxi_mean
Gen_Data_500_1,14338.457007729778,8.6
Gen_Data_500_2,17879.194108854965,12.4
Gen_Data_500_3,11050.455296160417,5.6
Gen_Data_500_4,10354.717999267126,4.8
Gen_Data_500_5,10049.625823158978,4.6
Gen_Data_500_6,17572.658257874875,12.0
Gen_Data_500_7,19882.11848541238,14.4
Gen_Data_500_8,26078.399678766018,20.6
Gen_Data_500_9,17717.56640475448,12.2
Gen_Data_500_10,11720.056327396083,6.2
