ScenarioName,TotalCost_mean,nTaxi_mean
Gen_Data_300_1,5788.472726492166,2.6
Gen_Data_300_2,5847.988195650158,2.4
Gen_Data_300_3,8095.790626311535,4.8
Gen_Data_300_4,6548.431194612817,3.2
Gen_Data_300_5,7833.104654633947,4.6
Gen_Data_300_6,6281.187916184014,3.0
Gen_Data_300_7,10772.960101911754,7.4
Gen_Data_300_8,7704.017174773842,4.2
Gen_Data_300_9,4594.98292551115,1.2
Gen_Data_300_10,9646.141276924356,6.4
