ScenarioName,TotalElapsedTime,AverageResponseTime,EventsInsertedByALNS,nTaxi,TotalCost,TotalDistance,TotalIdleTime,TotalIdleTimeWithCustomer,TotalRideTime,TotalDirectRideTime,TotalActualRideTime,nOfflineRequests,UnservicedOfflineRequest,nOnlineRequests,UnservicedOnlineRequests,AveragePercentRideSharing,ExcessRideTimePrServicedRequest
Gen_Data_300_0.7_1_Run3,1669.84,5.57,19,37,39790.66927763422,14254.66874834436,3430,0,19088,5675,6247,0,0,300,37,6.576,1.9066666666666667
Gen_Data_300_0.7_2_Run3,1780.1,5.93,10,46,48660.95749151414,14178.084807811629,3409,0,18927,5599,5960,0,0,300,46,3.71,1.2033333333333334
Gen_Data_300_0.7_3_Run3,1577.03,5.26,4,33,35755.7396594637,14357.547340617202,3460,0,19244,5866,6150,0,0,300,33,2.543,0.9466666666666667
Gen_Data_300_0.7_4_Run3,1772.0,5.91,11,48,50658.311880273555,14534.337480593373,3226,0,19122,5374,5709,0,0,300,48,3.623,1.1166666666666667
Gen_Data_300_0.7_5_Run3,1738.6,5.8,10,44,46691.823873928784,14179.651426439683,3408,0,18950,5459,5826,0,0,300,44,3.51,1.2233333333333334
Gen_Data_300_0.7_6_Run3,1683.09,5.61,7,47,49604.5515502861,14707.466578236063,3072,0,19131,5865,6110,0,0,300,47,3.097,0.8166666666666667
Gen_Data_300_0.7_7_Run3,1696.21,5.65,12,48,50594.03272393346,14594.219444550858,3015,0,18960,5614,5848,0,0,300,48,3.092,0.78
Gen_Data_300_0.7_8_Run3,1773.12,5.91,7,54,56607.38213820701,14058.073804323834,3341,8,18727,5536,6026,0,0,300,54,4.764,1.6333333333333333
Gen_Data_300_0.7_9_Run3,1566.18,5.22,10,40,42696.21043420735,14087.796272147121,3641,0,19118,5019,5277,0,0,300,40,4.275,0.86
Gen_Data_300_0.7_10_Run3,1793.39,5.98,9,47,49650.93882832347,14497.369192626,3500,0,19365,5767,6072,0,0,300,47,4.111,1.0166666666666666
