BaseScenario,TotalElapsedTime_mean,AverageResponseTime_mean,EventsInsertedByALNS_mean,nTaxi_mean,TotalCost_mean,TotalDistance_mean,TotalIdleTime_mean,TotalIdleTimeWithCustomer_mean,TotalRideTime_mean,TotalDirectRideTime_mean,TotalActualRideTime_mean,nOfflineRequests_mean,UnservicedOfflineRequest_mean,nOnlineRequests_mean,UnservicedOnlineRequests_mean,AveragePercentRideSharing_mean,ExcessRideTimePrServicedRequest_mean,TotalEmptyRelocationTime_mean,TotalNumberOfRequestsOverlapIdleVehicle_mean,TotalDriveTimeToNearestIdleVehicle_mean
Gen_Data_300_0.5_1,2374.6659999999997,19.784,15.2,30.4,33239.695395262155,11901.49194193025,887.8,22.6,14162.2,4992.0,5575.6,180.0,0.0,120.0,30.4,7.694800000000001,1.9453333333333336,1204.0,38.8,922.8
Gen_Data_300_0.5_2,2372.5299999999997,19.768,13.6,32.8,35742.8762266297,12116.441190505673,868.4,32.2,14345.2,6127.8,7411.2,180.0,0.0,120.0,32.8,14.481,4.2780000000000005,1174.8,38.2,827.8
Gen_Data_300_0.5_3,2392.892,19.936,17.4,30.0,32928.806079588285,11855.210463710344,950.6,52.2,14182.8,5909.2,6917.0,180.0,0.0,120.0,30.0,12.533199999999999,3.3593333333333333,1258.4,42.4,993.0
Gen_Data_300_0.5_4,2350.61,19.582,21.2,19.4,22420.80287060773,11841.869097710422,986.6,35.8,14257.8,5769.6,6673.0,180.0,0.0,120.0,19.4,10.908800000000001,3.0113333333333334,1142.6,49.2,1107.2
Gen_Data_300_0.5_5,2401.4379999999996,20.009999999999998,9.4,38.6,41360.90824970884,12146.53567964104,878.0,33.2,14353.0,5408.6,6087.2,180.0,0.0,120.0,38.6,8.531199999999998,2.2619999999999996,1217.8,51.0,1175.4
Gen_Data_300_0.5_6,2392.7419999999997,19.934,13.4,29.8,32656.77197854309,11952.475308462826,978.0,37.6,14301.2,5403.2,6081.8,180.0,0.0,120.0,29.8,8.709599999999998,2.262,1115.0,43.0,982.8
Gen_Data_300_0.5_7,2402.514,20.018,11.6,44.6,47344.65242375401,12079.759604898256,867.2,9.4,14255.4,5599.6,6423.4,180.0,0.0,120.0,44.6,9.589400000000001,2.7459999999999996,1033.2,43.4,950.4
Gen_Data_300_0.5_8,2400.4559999999997,20.0,10.2,42.0,44831.836629909056,12068.783626118306,862.6,29.0,14253.6,6270.0,7348.4,180.0,0.0,120.0,42.0,14.063399999999998,3.594666666666666,1064.6,30.4,619.6
Gen_Data_300_0.5_9,2402.898,20.02,11.6,32.0,34917.61711859555,12072.568925690028,872.6,29.0,14318.4,5900.6,6958.0,180.0,0.0,120.0,32.0,12.8934,3.524666666666667,1030.6,40.8,980.4
Gen_Data_300_0.5_10,2391.1639999999998,19.924,10.8,35.4,38236.4215906589,11867.0356923498,1031.0,20.2,14252.4,5502.6,6350.4,180.0,0.0,120.0,35.4,10.460999999999999,2.8259999999999996,1176.0,38.2,872.4
