DataSize,TotalElapsedTime,AverageResponseTime,EventsInsertedByALNS,nTaxi,TotalCost,TotalDistance,TotalIdleTime,TotalIdleTimeWithCustomer,TotalRideTime,TotalDirectRideTime,TotalActualRideTime,nOfflineRequests,UnservicedOfflineRequest,nOnlineRequests,UnservicedOnlineRequests,AveragePercentRideSharing
20,6.545,0.819,1.7,3.5,3681.100629296953,1521.449363365303,748.2,0.0,2357.2,726.5,818.0,12.0,1.8,8.0,1.7,8.1251
100,362.379,9.061,8.5,9.0,9993.71743870163,6776.321430622202,3432.6,2.8,10683.5,3942.6,4433.3,60.0,4.5,40.0,4.5,12.168600000000001
300,1198.6670000000001,9.988000000000003,10.6,41.9,44801.046826808495,18080.52812017428,10628.6,12.9,30042.3,10785.6,12425.6,180.0,14.5,120.0,27.4,12.637899999999998
500,2017.3080000000002,10.087,7.4,59.4,64248.27509891413,31214.097239739804,20235.2,33.3,53727.9,18197.9,20543.1,300.0,22.1,200.0,37.3,10.976499999999998
