ScenarioName,TotalElapsedTime,AverageResponseTime,EventsInsertedByALNS,nTaxi,TotalCost,TotalDistance,TotalIdleTime,TotalIdleTimeWithCustomer,TotalRideTime,TotalDirectRideTime,TotalActualRideTime,nOfflineRequests,UnservicedOfflineRequest,nOnlineRequests,UnservicedOnlineRequests,AveragePercentRideSharing,ExcessRideTimePrServicedRequest,TotalEmptyRelocationTime,TotalNumberOfRequestsOverlapIdleVehicle,TotalDriveTimeToNearestIdleVehicle
Gen_Data_100_0.7_1_Run4,365.89,9.15,11,3,4019.880956253049,4961.402428822094,594,0,6047,2072,2240,60,0,40,3,3.426,1.68,723,13,386
Gen_Data_100_0.7_2_Run4,409.57,10.24,10,0,1039.4078182599071,5195.153878069678,494,5,6204,2014,2184,60,0,40,0,5.926,1.7,945,9,350
Gen_Data_100_0.7_3_Run4,392.42,9.81,12,3,3983.3444316952427,5367.869628411533,418,0,6287,2109,2168,60,0,40,3,4.218,0.59,869,13,490
Gen_Data_100_0.7_4_Run4,399.17,9.98,12,7,7980.774073672812,5032.3469679664195,230,1,5736,1914,2152,60,0,40,7,7.028,2.38,969,14,386
Gen_Data_100_0.7_5_Run4,380.67,9.52,9,2,3012.4645395211096,5231.84108995732,410,7,6147,2154,2325,60,0,40,2,7.859,1.71,1253,5,191
Gen_Data_100_0.7_6_Run4,331.57,8.29,15,1,2076.588062275346,5199.856543208846,497,24,6203,2220,2677,60,0,40,1,14.605,4.57,946,6,210
Gen_Data_100_0.7_7_Run4,387.4,9.68,9,7,8021.371448010785,4926.382521285838,552,5,5958,2007,2324,60,0,40,7,8.73,3.17,699,10,302
Gen_Data_100_0.7_8_Run4,381.51,9.54,11,2,3002.373124553465,4771.208556332906,721,0,5989,1887,1986,60,0,40,2,4.037,0.99,729,14,448
Gen_Data_100_0.7_9_Run4,423.84,10.59,13,4,5028.464033815868,5247.7514444462295,479,0,6222,2215,2601,60,0,40,4,9.048,3.86,863,13,334
Gen_Data_100_0.7_10_Run4,305.08,7.62,9,1,2009.3178855043261,5080.646828928502,422,3,6011,1879,1966,60,0,40,1,2.73,0.87,682,10,401
