ScenarioName,TotalElapsedTime,AverageResponseTime,EventsInsertedByALNS,nTaxi,TotalCost,TotalDistance,TotalIdleTime,TotalIdleTimeWithCustomer,TotalRideTime,TotalDirectRideTime,TotalActualRideTime,nOfflineRequests,UnservicedOfflineRequest,nOnlineRequests,UnservicedOnlineRequests,AveragePercentRideSharing,ExcessRideTimePrServicedRequest,TotalEmptyRelocationTime,TotalNumberOfRequestsOverlapIdleVehicle,TotalDriveTimeToNearestIdleVehicle
Gen_Data_100_0.7_1_Run4,325.11,8.13,9,4,5009.380773249739,4958.416448521544,655,11,6105,2052,2303,60,0,40,4,4.935,2.51,615,12,356
Gen_Data_100_0.7_2_Run4,344.81,8.62,8,0,1071.0097324287235,4764.861387575042,870,0,6152,2014,2321,60,0,40,0,7.661,3.07,665,13,316
Gen_Data_100_0.7_3_Run4,352.8,8.82,14,2,3029.052921943318,5096.298626860563,635,2,6236,2125,2338,60,0,40,2,7.407,2.13,504,13,396
Gen_Data_100_0.7_4_Run4,382.09,9.55,9,5,6034.200212963315,4847.778265080397,452,6,5784,1947,2359,60,0,40,5,10.742,4.12,559,13,283
Gen_Data_100_0.7_5_Run4,331.58,8.29,13,3,3995.194238862712,5153.602398283175,412,6,6065,2119,2250,60,0,40,3,4.528,1.31,727,5,176
Gen_Data_100_0.7_6_Run4,317.1,7.93,13,2,3068.8190310546343,4932.057267878064,732,21,6163,2211,2667,60,0,40,2,14.178,4.56,573,7,201
Gen_Data_100_0.7_7_Run4,360.38,9.01,6,7,7962.133777000352,4567.16416061327,685,5,5732,1980,2128,60,0,40,7,6.62,1.48,519,11,261
Gen_Data_100_0.7_8_Run4,383.24,9.58,11,4,4975.574555403557,4614.003440547272,836,11,5945,1859,1922,60,0,40,4,1.62,0.63,475,16,492
Gen_Data_100_0.7_9_Run4,365.49,9.14,12,6,6975.760101092168,4847.388847563909,848,11,6181,2129,2304,60,0,40,6,7.104,1.75,408,15,421
Gen_Data_100_0.7_10_Run4,308.19,7.7,12,1,2006.2915487667647,5018.2509739272455,511,0,6037,1879,1944,60,0,40,1,3.624,0.65,437,8,212
