ScenarioName,TotalCost_mean,nTaxi_mean
Gen_Data_300_1,3049.9747175066877,0.0
Gen_Data_300_2,4261.195550052143,1.2
Gen_Data_300_3,5285.760865489416,2.2
Gen_Data_300_4,3991.1111111104547,1.0
Gen_Data_300_5,3041.881846889908,0.0
Gen_Data_300_6,3088.7075569721515,0.0
Gen_Data_300_7,3037.1100194874916,0.0
Gen_Data_300_8,3990.672283355205,1.0
Gen_Data_300_9,3272.127977832023,0.2
Gen_Data_300_10,3000.3030303027845,0.0
