ScenarioName,TotalElapsedTime,AverageResponseTime,EventsInsertedByALNS,nTaxi,TotalCost,TotalDistance,TotalIdleTime,TotalIdleTimeWithCustomer,TotalRideTime,TotalDirectRideTime,TotalActualRideTime,nOfflineRequests,UnservicedOfflineRequest,nOnlineRequests,UnservicedOnlineRequests,AveragePercentRideSharing,ExcessRideTimePrServicedRequest
Gen_Data_500_0.7_1_Run3,4022.2,20.11,19,0,5086.165729102144,26329.35281476698,1878,18,30758,10648,11055,300,0,200,0,2.881,0.814
Gen_Data_500_0.7_2_Run3,4026.61,20.13,16,3,8057.692091752285,25787.033171866988,2116,7,30438,11246,11620,300,0,200,3,3.439,0.748
Gen_Data_500_0.7_3_Run3,4015.66,20.08,18,9,13981.213269135631,25491.95011923476,3075,10,31078,10774,11161,300,0,200,9,3.23,0.774
Gen_Data_500_0.7_4_Run3,4025.43,20.13,13,1,6103.2230294618885,25628.411922533054,2680,21,30854,10862,11455,300,0,200,1,3.679,1.186
Gen_Data_500_0.7_5_Run3,4030.27,20.15,15,0,5045.066388579785,25626.51670274965,1734,17,29901,10628,10839,300,0,200,0,2.087,0.422
Gen_Data_500_0.7_6_Run3,4024.42,20.12,16,9,14052.381966065317,25453.245291547846,3554,13,31499,10169,10775,300,1,200,8,3.787,1.212
Gen_Data_500_0.7_7_Run3,4009.39,20.05,16,2,6995.634140143574,25683.980434710757,3094,0,31304,10683,10754,300,0,200,2,0.714,0.142
Gen_Data_500_0.7_8_Run3,4016.95,20.08,10,6,10992.824168685838,25146.2409834235,3768,8,31441,10576,10852,300,0,200,6,2.798,0.552
Gen_Data_500_0.7_9_Run3,4014.37,20.07,18,5,10047.486845028852,25751.794059930056,2420,11,30691,10310,10704,300,0,200,5,2.943,0.788
Gen_Data_500_0.7_10_Run3,4027.28,20.14,10,2,7097.338087166348,25723.96822771211,2583,53,30837,11194,11776,300,0,200,2,2.99,1.164
