ScenarioName,TotalElapsedTime,AverageResponseTime,EventsInsertedByALNS,nTaxi,TotalCost,TotalDistance,TotalIdleTime,TotalIdleTimeWithCustomer,TotalRideTime,TotalDirectRideTime,TotalActualRideTime,nOfflineRequests,UnservicedOfflineRequest,nOnlineRequests,UnservicedOnlineRequests,AveragePercentRideSharing,ExcessRideTimePrServicedRequest
Gen_Data_500_0.7_1_Run3,1202.18,0.0,0,0,5001.31550802273,26246.114716356704,217,0,29002,10648,10655,300,0,200,0,0.181,0.014
Gen_Data_500_0.7_2_Run3,1203.09,0.0,0,0,5022.441164968695,25884.59972976575,415,0,28842,11288,11412,300,0,200,0,0.644,0.248
Gen_Data_500_0.7_3_Run3,1201.41,0.0,0,0,5063.551589394308,26048.837687275416,540,0,29128,11058,11362,300,0,200,0,2.48,0.608
Gen_Data_500_0.7_4_Run3,1201.51,0.0,0,0,5004.62848297169,25102.375930402122,134,0,27781,10890,10918,300,0,200,0,0.336,0.056
Gen_Data_500_0.7_5_Run3,1201.86,0.0,0,0,4999.9999999997235,26443.303142645105,286,0,29277,10628,10628,300,0,200,0,0.0,0.0
Gen_Data_500_0.7_6_Run3,1201.35,0.0,0,1,6043.536790186423,25560.79673408588,398,0,28494,10419,10661,300,1,200,0,1.878,0.484
Gen_Data_500_0.7_7_Run3,1202.51,0.0,0,0,5000.00000000096,25993.219802554242,430,0,28971,10704,10704,300,0,200,0,0.0,0.0
Gen_Data_500_0.7_8_Run3,1202.21,0.0,0,0,5005.337443218523,25527.598328967106,252,0,28318,10741,10769,300,0,200,0,0.29,0.056
Gen_Data_500_0.7_9_Run3,1202.44,0.0,0,0,5007.75950292348,24979.201165462557,715,0,28240,10472,10495,300,0,200,0,0.276,0.046
Gen_Data_500_0.7_10_Run3,1201.19,0.0,0,0,5000.0000000006985,26469.088790729056,460,0,29476,11291,11291,300,0,200,0,0.0,0.0
