ScenarioName,TotalElapsedTime,AverageResponseTime,EventsInsertedByALNS,nTaxi,TotalCost,TotalDistance,TotalIdleTime,TotalIdleTimeWithCustomer,TotalRideTime,TotalDirectRideTime,TotalActualRideTime,nOfflineRequests,UnservicedOfflineRequest,nOnlineRequests,UnservicedOnlineRequests,AveragePercentRideSharing,ExcessRideTimePrServicedRequest
Gen_Data_500_0.7_1_Run3,4014.43,20.07,16,4,9001.837832153944,26422.307055896763,1848,63,30822,10536,10769,300,0,200,4,1.796,0.466
Gen_Data_500_0.7_2_Run3,4023.78,20.12,19,8,13016.839355482223,26571.4546331521,2264,17,31368,11152,11587,300,0,200,8,3.133,0.87
Gen_Data_500_0.7_3_Run3,4016.14,20.08,19,11,15964.59879142545,26323.481907527654,2686,26,31521,10730,11061,300,0,200,11,3.17,0.662
Gen_Data_500_0.7_4_Run3,4019.85,20.1,18,5,10080.166161835146,26588.29960437688,2522,37,31660,10734,11352,300,0,200,5,4.203,1.236
Gen_Data_500_0.7_5_Run3,4023.72,20.12,13,2,7028.074514624955,26262.270495173256,2013,3,30823,10584,10822,300,0,200,2,2.134,0.476
Gen_Data_500_0.7_6_Run3,4014.41,20.07,13,18,22939.99757427181,26081.872795144143,3066,28,31628,9887,10386,300,1,200,17,3.837,0.998
Gen_Data_500_0.7_7_Run3,3997.06,19.99,24,0,5078.779362849982,26772.723819049454,2385,12,31730,10704,11115,300,0,200,0,2.773,0.822
Gen_Data_500_0.7_8_Run3,4017.64,20.09,13,2,7025.741141909573,26707.662762010725,2340,0,31616,10671,10901,300,0,200,2,2.29,0.46
Gen_Data_500_0.7_9_Run3,4009.64,20.05,17,5,10083.03993212427,26260.66520466032,2884,6,31693,10404,10948,300,0,200,5,3.435,1.088
Gen_Data_500_0.7_10_Run3,4028.93,20.14,6,2,7087.762840809365,26543.34455149129,2585,37,31693,11244,11714,300,0,200,2,3.254,0.94
