ScenarioName,TotalElapsedTime_mean,AverageResponseTime_mean,EventsInsertedByALNS_mean,nTaxi_mean,TotalCost_mean,TotalDistance_mean,TotalIdleTime_mean,TotalIdleTimeWithCustomer_mean,TotalRideTime_mean,TotalDirectRideTime_mean,TotalActualRideTime_mean,nOfflineRequests_mean,UnservicedOfflineRequest_mean,nOnlineRequests_mean,UnservicedOnlineRequests_mean,AveragePercentRideSharing_mean
Gen_Data_300_1,3531.92,29.43,25.0,14.0,17219.077743039008,12973.306625117604,1373.0,39.0,15798.0,8774.0,7640.0,300.0,0.0,120.0,14.0,14.575
Gen_Data_300_2,3492.4,29.1,26.0,19.0,21986.96381033139,13049.215232733213,1232.0,10.0,15708.0,8605.0,6440.0,300.0,0.0,120.0,19.0,9.45
Gen_Data_300_3,3476.89,28.97,17.0,20.0,23109.348820237443,12799.728375764204,1354.0,76.0,15558.0,8405.0,7276.0,300.0,0.0,120.0,20.0,16.091
Gen_Data_300_4,3580.16,29.83,23.0,25.0,27969.341229474725,13028.549299960221,1203.0,8.0,15635.0,8398.0,6709.0,300.0,0.0,120.0,25.0,12.65
Gen_Data_300_5,3576.06,29.8,22.0,15.0,18025.07742045392,13086.760165322257,1136.0,19.0,15663.0,8167.0,6558.0,300.0,0.0,120.0,15.0,11.633
Gen_Data_300_6,3565.38,29.71,29.0,16.0,19124.515526595536,13259.245983463912,1096.0,30.0,15793.0,9399.0,7857.0,300.0,1.0,120.0,15.0,16.048
Gen_Data_300_7,3574.46,29.79,27.0,17.0,19996.255874900784,12807.599083948828,1229.0,7.0,15481.0,9089.0,6483.0,300.0,1.0,120.0,16.0,10.424
Gen_Data_300_8,3543.69,29.53,27.0,27.0,30029.00149438074,12976.41289744499,1489.0,28.0,15844.0,8776.0,7391.0,300.0,5.0,120.0,22.0,16.56
Gen_Data_300_9,3575.59,29.8,19.0,30.0,32979.08031357321,12653.012866401765,1499.0,68.0,15535.0,8486.0,6880.0,300.0,0.0,120.0,30.0,13.316
Gen_Data_300_10,3572.72,29.77,18.0,11.0,14233.579877364838,13338.375390874973,878.0,54.0,15678.0,9147.0,8011.0,300.0,0.0,120.0,11.0,17.097
