BaseScenario,TotalElapsedTime_mean,AverageResponseTime_mean,EventsInsertedByALNS_mean,nTaxi_mean,TotalCost_mean,TotalDistance_mean,TotalIdleTime_mean,TotalIdleTimeWithCustomer_mean,TotalRideTime_mean,TotalDirectRideTime_mean,TotalActualRideTime_mean,nOfflineRequests_mean,UnservicedOfflineRequest_mean,nOnlineRequests_mean,UnservicedOnlineRequests_mean,AveragePercentRideSharing_mean,ExcessRideTimePrServicedRequest_mean,TotalEmptyRelocationTime_mean,TotalNumberOfRequestsOverlapIdleVehicle_mean,TotalDriveTimeToNearestIdleVehicle_mean
Gen_Data_500_0.7_1,4020.8319999999994,20.104,17.4,1.6,6656.500996965951,25457.302379454748,2226.4,19.6,30216.6,10602.0,10968.8,300.0,0.0,200.0,1.6,2.7152000000000003,0.7336,3363.2,86.0,2351.8
Gen_Data_500_0.7_2,4024.316,20.122,18.4,3.4,8472.975589435799,25827.2907625883,1869.2,27.8,30232.2,11253.6,11720.6,300.0,0.0,200.0,3.4,3.4304,0.9339999999999999,2676.0,85.6,2013.8
Gen_Data_500_0.7_3,4016.8479999999995,20.084,20.0,5.4,10469.514596359506,25689.419438294906,3048.2,22.8,31258.0,10893.2,11450.0,300.0,0.0,200.0,5.4,3.6982,1.1136,4109.6,56.0,1819.4
Gen_Data_500_0.7_4,4021.5260000000003,20.108,19.8,1.6,6718.1355162959635,25471.29133224127,2280.0,35.0,30295.2,10846.2,11503.2,300.0,0.0,200.0,1.6,4.0324,1.314,3023.0,78.8,1889.6
Gen_Data_500_0.7_5,4025.6380000000004,20.125999999999998,15.2,2.0,7020.615144507836,25462.99405880257,1648.8,6.4,29643.8,10586.2,10783.2,300.0,0.0,200.0,2.0,1.5106,0.394,2689.6,85.2,1938.2
Gen_Data_500_0.7_6,4014.9200000000005,20.073999999999998,17.0,10.0,15025.873365026817,25486.03979770235,2798.2,28.2,30776.0,10104.4,10654.6,300.0,1.0,200.0,9.0,3.5083999999999995,1.1004,3886.8,70.8,1823.4
Gen_Data_500_0.7_7,4006.5119999999997,20.034,19.0,1.0,6068.405222598642,25620.885650194552,3046.0,30.6,31209.8,10685.8,11036.8,300.0,0.0,200.0,1.0,2.0818000000000003,0.702,4007.6,70.4,2645.6
Gen_Data_500_0.7_8,4015.846,20.078,13.4,2.2,7250.983428699643,25328.111916256308,3338.4,12.6,31194.0,10674.8,11044.8,300.0,0.0,200.0,2.2,2.8258,0.74,3922.0,70.8,1870.2
Gen_Data_500_0.7_9,4013.3660000000004,20.066000000000003,20.2,3.0,8087.461768239527,25778.40806958056,2147.4,30.2,30448.8,10415.6,10929.8,300.0,0.0,200.0,3.0,2.7896,1.0284,3238.8,66.6,1751.6
Gen_Data_500_0.7_10,4023.168,20.116,11.6,0.2,5252.422964996065,25674.72049547946,2202.6,18.8,30429.4,11289.8,11549.0,300.0,0.0,200.0,0.2,2.4892000000000003,0.5184,2952.2,65.0,1815.8
