ScenarioName,TotalElapsedTime,AverageResponseTime,EventsInsertedByALNS,nTaxi,TotalCost,TotalDistance,TotalIdleTime,TotalIdleTimeWithCustomer,TotalRideTime,TotalDirectRideTime,TotalActualRideTime,nOfflineRequests,UnservicedOfflineRequest,nOnlineRequests,UnservicedOnlineRequests,AveragePercentRideSharing
Gen_Data_300_1,8461.94,60.07,14,24,27020.31658693919,11474.950884737333,1153,80,14012,7703,6050,300,0,120,24,10.731
Gen_Data_300_2,8381.06,60.07,7,33,35987.98903217333,11230.362283804223,1465,254,14041,8592,7580,300,0,120,33,16.677
Gen_Data_300_3,8375.12,60.08,15,26,29110.7125812492,11465.906119544165,1188,135,14042,8791,7549,300,0,120,26,19.81
Gen_Data_300_4,8272.64,60.07,19,14,17214.355183026826,11489.529715941268,1319,131,14259,8661,7183,300,0,120,14,14.886
Gen_Data_300_5,8399.68,60.08,14,28,30997.953611502635,11579.36671852792,1183,110,14133,8471,6860,300,0,120,28,11.892
Gen_Data_300_6,8371.93,60.08,11,25,28036.450663554824,11562.940406251479,1152,66,14096,8524,6904,300,0,120,25,14.151
Gen_Data_300_7,8516.68,60.07,10,37,39893.717662780735,11469.827308816833,1320,125,14126,8109,6912,300,0,120,37,13.501
Gen_Data_300_8,8436.73,60.07,12,30,33084.57264580429,11450.81308091622,1208,150,14019,9184,8082,300,0,120,30,18.389
Gen_Data_300_9,8360.95,60.07,15,22,25074.137449712565,11522.021340089574,1259,115,14195,9111,7518,300,0,120,22,15.663
Gen_Data_300_10,8503.55,60.07,17,22,25007.675465480006,11449.124312431213,1262,55,14111,8660,6942,300,0,120,22,13.183
