ScenarioName,TotalElapsedTime,AverageResponseTime,EventsInsertedByALNS,nTaxi,TotalCost,TotalDistance,TotalIdleTime,TotalIdleTimeWithCustomer,TotalRideTime,TotalDirectRideTime,TotalActualRideTime,nOfflineRequests,UnservicedOfflineRequest,nOnlineRequests,UnservicedOnlineRequests,AveragePercentRideSharing,ExcessRideTimePrServicedRequest,TotalEmptyRelocationTime,TotalNumberOfRequestsOverlapIdleVehicle,TotalDriveTimeToNearestIdleVehicle
Gen_Data_500_0.7_1_Run4,4072.34,8.14,36,115,119310.9280128839,18403.22219639447,2043,1,22418,8101,9563,0,0,500,115,9.009,2.924,3368,393,11018
Gen_Data_500_0.7_2_Run4,4378.73,8.76,27,133,137046.27972513935,18820.792260112165,1385,0,22100,8200,9517,0,0,500,133,8.692,2.634,3526,399,12510
Gen_Data_500_0.7_3_Run4,3966.97,7.93,19,104,108304.84532547499,18620.052946536063,2017,0,22680,8224,9124,0,0,500,104,6.292,1.8,3188,350,9418
Gen_Data_500_0.7_4_Run4,4314.45,8.63,17,134,138047.98863876643,17533.451714508963,1536,0,20965,7752,8942,0,0,500,134,7.674,2.38,3438,432,14542
Gen_Data_500_0.7_5_Run4,4133.04,8.27,24,105,109473.76137393677,17097.615035535346,2404,8,21544,8017,9611,0,0,500,105,10.203,3.188,3612,418,11883
Gen_Data_500_0.7_6_Run4,4035.68,8.07,31,106,110501.56773577166,18216.132112834304,2367,1,22614,8237,10023,0,0,500,106,10.257,3.572,3484,366,10075
Gen_Data_500_0.7_7_Run4,4071.61,8.14,18,117,121209.4986598553,18152.750924793825,2631,2,22765,8059,9288,0,0,500,117,6.862,2.458,3590,418,12205
Gen_Data_500_0.7_8_Run4,3980.92,7.96,24,109,113124.80545838161,18865.68069165792,2018,0,22904,8275,8942,0,0,500,109,4.986,1.334,3864,426,12575
Gen_Data_500_0.7_9_Run4,4271.9,8.54,18,131,134952.14925752603,17824.753012726364,2871,6,22604,7680,8401,0,0,500,131,5.654,1.442,3937,433,12824
Gen_Data_500_0.7_10_Run4,4076.71,8.15,27,105,109404.67098634249,18272.36932313436,2133,2,22440,8497,9919,0,0,500,105,7.701,2.844,3062,391,12203
