ScenarioName,TotalElapsedTime,AverageResponseTime,EventsInsertedByALNS,nTaxi,TotalCost,TotalDistance,TotalIdleTime,TotalIdleTimeWithCustomer,TotalRideTime,TotalDirectRideTime,TotalActualRideTime,nOfflineRequests,UnservicedOfflineRequest,nOnlineRequests,UnservicedOnlineRequests,AveragePercentRideSharing,ExcessRideTimePrServicedRequest,TotalEmptyRelocationTime,TotalNumberOfRequestsOverlapIdleVehicle,TotalDriveTimeToNearestIdleVehicle
Gen_Data_500_0.7_1_Run4,4092.08,8.18,24,95,99257.809379305,23583.05548479432,4086,0,29829,8574,9223,0,0,500,95,5.163,1.298,8902,451,10682
Gen_Data_500_0.7_2_Run4,4436.14,8.87,17,109,113198.78981185357,24712.061036605144,4037,10,30844,8644,9587,0,0,500,109,6.297,1.886,9617,453,12243
Gen_Data_500_0.7_3_Run4,4275.27,8.55,23,97,101210.9917818833,23363.39883994997,3363,38,28873,8458,8946,0,0,500,97,3.063,0.976,8045,457,11681
Gen_Data_500_0.7_4_Run4,3893.81,7.79,27,85,89360.63165612885,23716.186435263768,4423,38,30345,8668,9295,0,0,500,85,4.623,1.254,9238,465,11305
Gen_Data_500_0.7_5_Run4,4145.61,8.29,27,90,94300.27054200658,23567.013040186397,4284,23,30030,8465,9113,0,0,500,90,5.858,1.296,9262,469,11722
Gen_Data_500_0.7_6_Run4,4112.44,8.22,22,86,90373.16314800782,23991.842663049727,3402,11,29596,8449,9218,0,0,500,86,5.258,1.538,8237,476,11757
Gen_Data_500_0.7_7_Run4,4445.64,8.89,23,108,112112.85202029697,24011.99905426038,3982,12,30103,8329,9048,0,0,500,108,4.494,1.438,8926,461,11719
Gen_Data_500_0.7_8_Run4,4110.2,8.22,36,88,92404.8226575828,24212.57590848408,3422,20,29819,8867,9561,0,0,500,88,5.353,1.388,8552,452,11367
Gen_Data_500_0.7_9_Run4,4305.67,8.61,16,109,113197.46451506589,22269.959216352254,4651,19,29005,8110,9083,0,0,500,109,6.349,1.946,8105,485,11565
Gen_Data_500_0.7_10_Run4,4197.92,8.39,24,97,101245.34437949385,23825.76679844005,3986,0,29977,8607,9166,0,0,500,97,5.015,1.118,9441,481,13158
