ScenarioName,TotalCost_mean,nTaxi_mean
Gen_Data_100_1,12995.17303890747,12.0
Gen_Data_100_2,8227.680440278793,7.2
Gen_Data_100_3,17555.556262818125,16.6
Gen_Data_100_4,12173.711919960859,11.2
Gen_Data_100_5,11163.834997510108,10.2
Gen_Data_100_6,14343.072086868673,13.4
Gen_Data_100_7,14173.642603699589,13.2
Gen_Data_100_8,5628.287841661484,4.6
Gen_Data_100_9,11789.965382311013,10.8
Gen_Data_100_10,17781.728905812786,16.8
