ScenarioName,TotalElapsedTime,AverageResponseTime,EventsInsertedByALNS,nTaxi,TotalCost,TotalDistance,TotalIdleTime,TotalIdleTimeWithCustomer,TotalRideTime,TotalDirectRideTime,TotalActualRideTime,nOfflineRequests,UnservicedOfflineRequest,nOnlineRequests,UnservicedOnlineRequests,AveragePercentRideSharing,ExcessRideTimePrServicedRequest,TotalEmptyRelocationTime,TotalNumberOfRequestsOverlapIdleVehicle,TotalDriveTimeToNearestIdleVehicle
Gen_Data_100_0.7_1_Run4,1148.83,11.49,1,55,55477.833333333336,4332.322907202475,2217,0,6840,926,979,0,0,100,55,2.368,0.53,3020,72,2251
Gen_Data_100_0.7_2_Run4,1114.99,11.15,1,53,53477.64705882353,4348.877341480834,2198,0,6840,947,973,0,0,100,53,1.316,0.26,2864,74,2824
Gen_Data_100_0.7_3_Run4,1192.58,11.92,2,57,57456.238182005705,4401.739529547348,2165,0,6840,915,980,0,0,100,57,3.07,0.65,2862,66,2202
Gen_Data_100_0.7_4_Run4,1077.53,10.77,0,51,51507.274059048905,4379.641297754814,2164,0,6840,1047,1102,0,0,100,51,3.07,0.55,2790,77,2815
Gen_Data_100_0.7_5_Run4,1289.29,12.89,2,62,62417.684873949576,4090.431217578846,2494,0,6840,799,906,0,0,100,62,4.624,1.07,2784,93,3453
Gen_Data_100_0.7_6_Run4,1083.02,10.83,2,51,51508.92037037037,4511.843132004113,2032,0,6840,1101,1147,0,0,100,51,1.504,0.46,2700,86,3504
Gen_Data_100_0.7_7_Run4,1135.0,11.35,2,54,54476.875,4270.578808354483,2275,0,6840,835,862,0,0,100,54,0.877,0.27,2909,77,2649
Gen_Data_100_0.7_8_Run4,1138.32,11.38,0,54,54483.24074074074,4272.131381294029,2276,0,6840,805,864,0,0,100,54,1.974,0.59,2874,82,2971
Gen_Data_100_0.7_9_Run4,1267.19,12.67,1,61,61422.6700851363,4193.198296735997,2383,0,6840,760,884,0,0,100,61,5.0,1.24,2988,74,2567
Gen_Data_100_0.7_10_Run4,1187.99,11.88,1,57,57430.0,4230.520841461242,2327,0,6840,771,771,0,0,100,57,0.0,0.0,2931,71,2710
