ScenarioName,TotalElapsedTime,AverageResponseTime,EventsInsertedByALNS,nTaxi,TotalCost,TotalDistance,TotalIdleTime,TotalIdleTimeWithCustomer,TotalRideTime,TotalDirectRideTime,TotalActualRideTime,nOfflineRequests,UnservicedOfflineRequest,nOnlineRequests,UnservicedOnlineRequests,AveragePercentRideSharing,ExcessRideTimePrServicedRequest,TotalEmptyRelocationTime,TotalNumberOfRequestsOverlapIdleVehicle,TotalDriveTimeToNearestIdleVehicle
Gen_Data_100_0.7_1_Run4,1200.56,0.0,0,12,13052.716138029766,4610.367275882806,312,32,5371,1980,2715,0,12,100,0,15.45,7.35,261,0,0
Gen_Data_100_0.7_2_Run4,1200.99,0.0,0,4,5109.796938392384,4943.469246534058,372,17,5801,2146,2738,0,4,100,0,13.852,5.92,320,0,0
Gen_Data_100_0.7_3_Run4,1200.77,0.0,0,7,8020.032983143195,4901.256693706262,237,20,5608,1917,2299,0,7,100,0,11.773,3.82,526,0,0
Gen_Data_100_0.7_4_Run4,1200.84,0.0,0,6,7104.663000134675,4879.080155706206,451,4,5810,2109,2695,0,6,100,0,17.197,5.86,586,0,0
Gen_Data_100_0.7_5_Run4,1200.63,0.0,0,5,6009.598430803555,4483.78996370315,347,9,5321,1872,2173,0,5,100,0,9.536,3.01,362,0,0
Gen_Data_100_0.7_6_Run4,1200.68,0.0,0,5,6071.441636514801,5077.8393854359865,242,65,5804,2152,2724,0,5,100,0,13.383,5.72,255,0,0
Gen_Data_100_0.7_7_Run4,1200.59,0.0,0,4,5091.0160818687855,4491.909403413817,534,10,5512,1833,2239,0,4,100,0,11.995,4.06,713,0,0
Gen_Data_100_0.7_8_Run4,1200.95,0.0,0,3,4077.4489270092454,4990.343265572706,306,49,5794,2056,2583,0,3,100,0,10.485,5.27,329,0,0
Gen_Data_100_0.7_9_Run4,1200.62,0.0,0,5,6055.923774421295,4788.446700253629,329,27,5605,1975,2395,0,5,100,0,10.621,4.2,450,0,0
Gen_Data_100_0.7_10_Run4,1200.87,0.0,0,8,9076.406204279681,5002.788646591731,320,9,5790,1800,2265,0,8,100,0,10.357,4.65,683,0,0
