ScenarioName,TotalCost,nTaxi
Gen_Data_500_1,17577.108959210596,12
Gen_Data_500_2,16556.23812113351,11
Gen_Data_500_3,8523.340872047409,3
Gen_Data_500_4,16506.045223206736,11
Gen_Data_500_5,17712.52034895749,12
Gen_Data_500_6,25500.89684859006,20
Gen_Data_500_7,14461.386572236905,9
Gen_Data_500_8,16529.834138495564,11
Gen_Data_500_9,23608.323528056433,18
Gen_Data_500_10,18813.94195662782,13
