BaseScenario,TotalElapsedTime_mean,AverageResponseTime_mean,EventsInsertedByALNS_mean,nTaxi_mean,TotalCost_mean,TotalDistance_mean,TotalIdleTime_mean,TotalIdleTimeWithCustomer_mean,TotalRideTime_mean,TotalDirectRideTime_mean,TotalActualRideTime_mean,nOfflineRequests_mean,UnservicedOfflineRequest_mean,nOnlineRequests_mean,UnservicedOnlineRequests_mean,AveragePercentRideSharing_mean,ExcessRideTimePrServicedRequest_mean,TotalEmptyRelocationTime_mean,TotalNumberOfRequestsOverlapIdleVehicle_mean,TotalDriveTimeToNearestIdleVehicle_mean
Gen_Data_300_0.7_1,1538.28,5.02,3.0,28.0,30722.59259259259,24878.45228373482,6667.0,0.0,20160.0,2675.0,2682.0,0.0,0.0,300.0,28.0,0.255,0.023333333333333334,6940.0,282.0,4027.0
Gen_Data_300_0.7_2,1423.8,4.65,4.0,19.0,21835.942028985508,24856.889579091963,6633.0,0.0,20160.0,3059.0,3108.0,0.0,0.0,300.0,19.0,0.893,0.16333333333333333,6740.0,295.0,3640.0
Gen_Data_300_0.7_3,1554.23,5.08,5.0,28.0,30746.184210526317,25197.79316021788,6503.0,0.0,20160.0,2769.0,2830.0,0.0,0.0,300.0,28.0,0.675,0.20333333333333334,7086.0,295.0,4002.0
Gen_Data_300_0.7_4,1395.54,4.56,4.0,18.0,20858.01388888889,25971.81595049848,6063.0,16.0,20160.0,3269.0,3350.0,0.0,0.0,300.0,18.0,1.015,0.27,7103.0,292.0,3906.0
Gen_Data_300_0.7_5,1529.79,5.0,1.0,27.0,29778.16083916084,25433.749422163597,6374.0,0.0,20160.0,2834.0,2919.0,0.0,0.0,300.0,27.0,1.207,0.2833333333333333,7250.0,296.0,4275.0
Gen_Data_300_0.7_6,1426.68,4.66,4.0,21.0,23811.487068965518,25741.249257713942,6198.0,0.0,20160.0,2790.0,2832.0,0.0,0.0,300.0,21.0,0.476,0.14,7289.0,292.0,3952.0
Gen_Data_300_0.7_7,1521.76,4.96,4.0,25.0,27781.958532695375,24946.222676364032,6611.0,0.0,20160.0,2702.0,2753.0,0.0,0.0,300.0,25.0,1.344,0.17,7303.0,292.0,4034.0
Gen_Data_300_0.7_8,1683.54,5.47,3.0,38.0,40656.44894321365,24873.129272792543,6704.0,0.0,20160.0,2623.0,2681.0,0.0,0.0,300.0,38.0,0.974,0.19333333333333333,7396.0,295.0,4280.0
Gen_Data_300_0.7_9,1555.63,5.07,4.0,30.0,32712.100840336134,25319.355099482156,6456.0,0.0,20159.0,2879.0,2897.0,0.0,0.0,300.0,30.0,0.645,0.06,7088.0,286.0,3975.0
Gen_Data_300_0.7_10,1529.14,5.0,3.0,27.0,29778.133216996477,25092.21905821585,6543.0,0.0,20160.0,2802.0,2929.0,0.0,0.0,300.0,27.0,1.091,0.42333333333333334,7352.0,297.0,3701.0
