ScenarioName,TotalElapsedTime,AverageResponseTime,EventsInsertedByALNS,nTaxi,TotalCost,TotalDistance,TotalIdleTime,TotalIdleTimeWithCustomer,TotalRideTime,TotalDirectRideTime,TotalActualRideTime,nOfflineRequests,UnservicedOfflineRequest,nOnlineRequests,UnservicedOnlineRequests,AveragePercentRideSharing,ExcessRideTimePrServicedRequest
Gen_Data_500_0.7_1_Run4,4016.37,20.08,16,2,7051.684933933179,25803.912978470904,2600,12,30961,10610,10913,300,0,200,2,2.075,0.606
Gen_Data_500_0.7_2_Run4,4021.15,20.11,17,5,10049.756779018247,26206.8443413656,2543,23,31295,11173,11579,300,0,200,5,3.702,0.812
Gen_Data_500_0.7_3_Run4,4003.29,20.02,18,9,14039.492475445937,26592.246216322375,2784,28,31909,10844,11380,300,0,200,9,3.891,1.072
Gen_Data_500_0.7_4_Run4,4037.79,20.19,21,5,10071.277768620086,26139.333646540705,3082,10,31768,10652,11177,300,0,200,5,4.163,1.05
Gen_Data_500_0.7_5_Run4,4020.8,20.1,12,2,7074.117488409599,25379.730776693632,2943,15,30880,10584,11037,300,0,200,2,2.693,0.906
Gen_Data_500_0.7_6_Run4,4008.7,20.04,12,9,13997.194285192447,26379.887890546845,2777,10,31683,10122,10486,300,1,200,8,3.682,0.728
Gen_Data_500_0.7_7_Run4,4008.37,20.04,22,1,6058.944163598874,26067.49455484321,3091,27,31718,10691,11044,300,0,200,1,1.843,0.706
Gen_Data_500_0.7_8_Run4,4010.19,20.05,9,4,9037.969471094006,25979.162974569124,3162,21,31704,10669,11079,300,0,200,4,3.724,0.82
Gen_Data_500_0.7_9_Run4,4021.85,20.11,16,6,11079.015329600184,25991.224811827033,3332,21,31865,10289,10843,300,0,200,6,3.392,1.108
Gen_Data_500_0.7_10_Run4,4036.71,20.18,9,3,8167.216429973035,25926.588082578044,3037,34,31534,11216,12010,300,0,200,3,5.732,1.588
