ScenarioName,TotalElapsedTime_mean,AverageResponseTime_mean,EventsInsertedByALNS_mean,nTaxi_mean,TotalCost_mean,TotalDistance_mean,TotalIdleTime_mean,TotalIdleTimeWithCustomer_mean,TotalRideTime_mean,TotalDirectRideTime_mean,TotalActualRideTime_mean,nOfflineRequests_mean,UnservicedOfflineRequest_mean,nOnlineRequests_mean,UnservicedOnlineRequests_mean,AveragePercentRideSharing_mean
Gen_Data_500_1,7723.212500000001,20.1175,21.0,45.75,50570.750086051004,19118.53656173171,1246.25,48.0,22660.0,9321.5,10585.5,300.0,0.0,200.0,45.75,9.754750000000001
Gen_Data_500_2,7961.5650000000005,20.12,16.5,63.25,67965.08861412165,19420.078607652533,859.75,56.75,22496.5,9662.25,11147.0,300.0,0.0,200.0,63.25,12.537999999999998
Gen_Data_500_3,7984.5199999999995,20.1175,20.25,52.5,57244.72337052817,19394.877297542327,1271.25,53.5,22936.5,9692.25,10887.25,300.0,0.0,200.0,52.5,10.128
Gen_Data_500_4,7961.4974999999995,20.12,21.75,45.25,50156.02999491905,19211.877522765313,947.0,53.5,22462.5,9379.75,10883.5,300.0,0.0,200.0,45.25,11.99275
Gen_Data_500_5,7905.52,20.115000000000002,20.0,48.5,53275.688536251866,19249.053626722918,826.5,64.5,22356.5,9403.25,10609.5,300.0,0.0,200.0,48.5,9.319749999999999
Gen_Data_500_6,7985.745,20.1075,16.75,60.75,65405.97416311645,19203.534218291006,1430.25,31.5,22855.0,8673.25,9827.0,300.0,1.0,200.0,59.75,8.614
Gen_Data_500_7,7638.9775,20.125,25.75,39.25,44221.78920710935,19132.84382070855,1479.0,58.25,22943.75,9763.25,11228.0,300.0,0.0,200.0,39.25,11.574
Gen_Data_500_8,8061.6425,20.1225,22.25,40.5,45452.157767623765,19114.40140731462,1554.25,81.0,22996.25,9653.5,11204.5,300.0,0.0,200.0,40.5,11.98975
Gen_Data_500_9,8009.990000000001,20.1175,20.0,42.25,47044.46135158923,19085.817463442683,995.5,49.0,22402.75,9353.0,10338.0,300.0,0.0,200.0,42.25,8.66625
Gen_Data_500_10,7917.715,20.122500000000002,18.75,47.0,51916.932635467616,19371.833064213002,945.5,53.75,22611.5,10121.5,11791.25,300.0,0.0,200.0,47.0,13.802750000000001
