ScenarioName,TotalElapsedTime,AverageResponseTime,EventsInsertedByALNS,nTaxi,TotalCost,TotalDistance,TotalIdleTime,TotalIdleTimeWithCustomer,TotalRideTime,TotalDirectRideTime,TotalActualRideTime,nOfflineRequests,UnservicedOfflineRequest,nOnlineRequests,UnservicedOnlineRequests,AveragePercentRideSharing
Gen_Data_300_0.7_1_Run3,2389.28,19.91,16,2,5035.033519926646,16392.157742868258,1389,18,19304,5780,6019,180,0,120,2,2.596
Gen_Data_300_0.7_2_Run3,2388.66,19.91,11,3,6036.125938304267,16512.508687293714,1322,6,19350,6868,7169,180,0,120,3,4.484
Gen_Data_300_0.7_3_Run3,2396.2,19.97,13,3,6070.605811502748,15787.441388431094,1868,7,19187,6695,7149,180,0,120,3,6.471
Gen_Data_300_0.7_4_Run3,2372.12,19.77,15,0,3040.1118143235058,15793.032276955999,1817,5,19161,6297,6479,180,0,120,0,1.979
Gen_Data_300_0.7_5_Run3,2403.61,20.03,14,6,8987.1581185586,16165.81225479023,1693,13,19351,6334,6600,180,0,120,6,3.016
Gen_Data_300_0.7_6_Run3,2403.49,20.03,9,1,4026.7132717993773,16409.013301544746,1453,36,19390,6204,6381,180,0,120,1,2.755
Gen_Data_300_0.7_7_Run3,2404.31,20.04,8,11,13921.04787957445,16332.31922028817,1325,12,19144,6693,6861,180,0,120,11,3.934
Gen_Data_300_0.7_8_Run3,2409.29,20.08,8,4,7017.497920848364,16275.216476733538,1529,19,19331,7403,7709,180,0,120,4,4.413
Gen_Data_300_0.7_9_Run3,2401.87,20.02,12,1,4040.5177920040337,15727.34850073263,1939,3,19214,6709,6982,180,0,120,1,4.291
Gen_Data_300_0.7_10_Run3,2397.8,19.98,14,8,11031.673374898095,15766.130237796913,1684,4,18959,6376,6899,180,0,120,8,6.103
