ScenarioName,TotalElapsedTime,AverageResponseTime,EventsInsertedByALNS,nTaxi,TotalCost,TotalDistance,TotalIdleTime,TotalIdleTimeWithCustomer,TotalRideTime,TotalDirectRideTime,TotalActualRideTime,nOfflineRequests,UnservicedOfflineRequest,nOnlineRequests,UnservicedOnlineRequests,AveragePercentRideSharing,ExcessRideTimePrServicedRequest,TotalEmptyRelocationTime,TotalNumberOfRequestsOverlapIdleVehicle,TotalDriveTimeToNearestIdleVehicle
Gen_Data_500_0.7_1_Run1,4017.98,20.09,17,4,9017.572108393602,25603.093156910127,2784,21,30934,10545,10872,300,0,200,4,2.626,0.654,3282,110,2511
Gen_Data_500_0.7_2_Run1,4028.68,20.14,19,5,10037.931876034438,25775.5600581233,2598,38,30930,11164,11552,300,0,200,5,2.768,0.776,2879,104,2090
Gen_Data_500_0.7_3_Run1,4025.4,20.13,23,5,10045.999276158669,25991.758236109785,2936,33,31481,10983,11433,300,0,200,5,3.465,0.9,3518,89,2048
Gen_Data_500_0.7_4_Run1,4021.16,20.1,15,5,10046.001089297379,25887.927805038424,3088,21,31530,10772,11254,300,0,200,5,3.413,0.964,3573,92,1931
Gen_Data_500_0.7_5_Run1,4026.04,20.13,14,2,7048.256408730886,25333.36364011601,2838,8,30729,10584,10921,300,0,200,2,2.656,0.674,3537,112,2077
Gen_Data_500_0.7_6_Run1,4012.34,20.06,18,11,15977.544002768089,25691.078487836017,3172,23,31363,10095,10511,300,1,200,10,3.298,0.832,4655,86,1541
Gen_Data_500_0.7_7_Run1,3995.03,19.97,17,3,8029.667918237895,25903.21795312767,3249,0,31714,10677,10897,300,0,200,3,2.117,0.44,3392,96,3003
Gen_Data_500_0.7_8_Run1,4012.83,20.06,13,6,11025.76975757358,25706.42124861022,3530,16,31781,10607,11087,300,0,200,6,3.122,0.96,3987,92,1818
Gen_Data_500_0.7_9_Run1,4009.97,20.05,14,9,14061.38343500513,25760.076703161543,3138,34,31421,10178,10805,300,0,200,9,3.286,1.254,3568,88,1775
Gen_Data_500_0.7_10_Run1,4024.19,20.12,9,3,8078.529912932339,26457.080925667455,2815,30,31846,11233,11727,300,0,200,3,3.752,0.988,3741,89,1849
