ScenarioName,TotalElapsedTime,AverageResponseTime,EventsInsertedByALNS,nTaxi,TotalCost,TotalDistance,TotalIdleTime,TotalIdleTimeWithCustomer,TotalRideTime,TotalDirectRideTime,TotalActualRideTime,nOfflineRequests,UnservicedOfflineRequest,nOnlineRequests,UnservicedOnlineRequests,AveragePercentRideSharing,ExcessRideTimePrServicedRequest,TotalEmptyRelocationTime,TotalNumberOfRequestsOverlapIdleVehicle,TotalDriveTimeToNearestIdleVehicle
Gen_Data_100_0.5_1_Run4,482.53,12.06,10,16,16912.27034273189,4215.868162013964,278,0,4922,1820,2056,60,0,40,16,10.462,2.36,596,11,364
Gen_Data_100_0.5_2_Run4,478.87,11.96,15,12,13036.425302275667,4041.2252893665877,381,1,4877,1755,2392,60,0,40,12,17.742,6.37,713,12,287
Gen_Data_100_0.5_3_Run4,525.75,13.14,8,19,19916.959664252543,4088.5587877898965,377,0,4875,1679,2026,60,0,40,19,10.99,3.47,485,13,466
Gen_Data_100_0.5_4_Run4,574.16,14.34,8,22,22904.621818935404,3929.8617525686677,306,6,4636,1726,2256,60,0,40,22,11.532,5.3,663,9,236
Gen_Data_100_0.5_5_Run4,477.22,11.92,13,15,15904.511563540302,3936.0637933001194,418,0,4787,1798,2024,60,0,40,15,9.312,2.26,599,6,104
Gen_Data_100_0.5_6_Run4,525.96,13.14,13,16,16972.521374980948,4032.1504012073347,380,11,4837,1870,2531,60,0,40,16,20.343,6.61,689,5,205
Gen_Data_100_0.5_7_Run4,432.26,10.8,13,12,12963.025635679176,3902.428622893158,508,28,4864,1870,2223,60,0,40,12,11.088,3.53,578,14,376
Gen_Data_100_0.5_8_Run4,451.21,11.27,10,14,14941.373314859635,3985.7304103628517,244,0,4674,1615,1891,60,0,40,14,9.075,2.76,498,14,586
Gen_Data_100_0.5_9_Run4,468.58,11.71,15,14,15012.816579328888,4104.050177323863,378,96,4929,1930,2613,60,0,40,14,19.042,6.83,527,13,362
Gen_Data_100_0.5_10_Run4,388.51,9.7,8,12,12926.294489823902,4143.137521721041,327,1,4914,1539,1722,60,0,40,12,5.541,1.83,529,7,168
