ScenarioName,TotalElapsedTime,AverageResponseTime,EventsInsertedByALNS,nTaxi,TotalCost,TotalDistance,TotalIdleTime,TotalIdleTimeWithCustomer,TotalRideTime,TotalDirectRideTime,TotalActualRideTime,nOfflineRequests,UnservicedOfflineRequest,nOnlineRequests,UnservicedOnlineRequests,AveragePercentRideSharing,ExcessRideTimePrServicedRequest,TotalEmptyRelocationTime,TotalNumberOfRequestsOverlapIdleVehicle,TotalDriveTimeToNearestIdleVehicle
Gen_Data_100_0.5_1_Run4,522.76,13.06,11,15,15918.263196790705,4187.438196739316,335,21,4957,1840,2112,60,0,40,15,7.855,2.72,479,10,310
Gen_Data_100_0.5_2_Run4,501.31,12.53,14,16,16994.563185746025,3959.9021615147053,531,0,4922,1592,2185,60,0,40,16,17.557,5.93,698,9,176
Gen_Data_100_0.5_3_Run4,514.4,12.86,6,19,19881.25501798651,3950.368637388285,516,0,4877,1673,1977,60,0,40,19,12.256,3.04,536,12,318
Gen_Data_100_0.5_4_Run4,558.71,13.96,7,22,22849.625893917288,3905.3939514830595,380,15,4684,1686,1982,60,0,40,22,9.542,2.96,647,12,370
Gen_Data_100_0.5_5_Run4,464.5,11.61,13,13,13921.492536472586,3948.8690098994284,404,0,4802,1790,1962,60,0,40,13,6.488,1.72,546,6,103
Gen_Data_100_0.5_6_Run4,454.09,11.35,10,15,15992.854839460442,3761.142928541858,637,0,4824,1867,2435,60,0,40,15,19.246,5.68,459,5,188
Gen_Data_100_0.5_7_Run4,488.91,12.21,9,13,13998.411094296116,3999.188010104589,391,0,4829,1898,2522,60,0,40,13,14.981,6.24,438,14,361
Gen_Data_100_0.5_8_Run4,496.68,12.41,12,13,13915.605950422127,3848.3781018224486,448,23,4743,1608,1819,60,0,40,13,6.774,2.11,544,14,463
Gen_Data_100_0.5_9_Run4,473.07,11.82,9,15,15994.006007787137,3910.6048388242752,528,69,4877,1938,2555,60,0,40,15,19.695,6.17,563,14,401
Gen_Data_100_0.5_10_Run4,433.91,10.84,9,13,13945.564912229715,4151.444710934992,301,57,4893,1590,1953,60,0,40,13,9.963,3.63,582,7,184
