ScenarioName,TotalCost,nTaxi
Gen_Data_500_1,17711.817099371416,12
Gen_Data_500_2,20752.145422071706,15
Gen_Data_500_3,8532.924479583511,3
Gen_Data_500_4,15612.137076188748,10
Gen_Data_500_5,10885.83916875276,5
Gen_Data_500_6,22569.070885172732,17
Gen_Data_500_7,18334.32584267645,13
Gen_Data_500_8,11579.4714181632,6
Gen_Data_500_9,17909.877217310386,12
Gen_Data_500_10,15901.83233836796,10
