Scenario,BaseValue,RS1,DifferenceRS1,PercentDifferenceRS1,RS2,DifferenceRS2,PercentDifferenceRS2
Inst. 1,1.5,1.5,0.0,0.0,1.5,0.0,0.0
Inst. 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inst. 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inst. 4,4.2,4.2,0.0,0.0,4.2,0.0,0.0
Inst. 5,5.0,5.0,0.0,0.0,5.0,0.0,0.0
Inst. 6,3.4,3.4,0.0,0.0,3.4,0.0,0.0
Inst. 7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inst. 8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inst. 9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inst. 10,5.5,5.5,0.0,0.0,5.5,0.0,0.0
Average,1.96,1.96,0.0,0.0,1.96,0.0,0.0
