ScenarioName,TotalCost,nTaxi
Gen_Data_300_1,5064.090674006544,2
Gen_Data_300_2,5075.727721299274,2
Gen_Data_300_3,4138.625995386089,1
Gen_Data_300_4,4033.823550900139,1
Gen_Data_300_5,3063.781658310425,0
Gen_Data_300_6,3070.352108064377,0
Gen_Data_300_7,4060.1269286557144,1
Gen_Data_300_8,4064.114299954592,1
Gen_Data_300_9,4040.3719542707763,1
Gen_Data_300_10,4086.9296430728136,1
