ScenarioName,TotalCost,nTaxi
Gen_Data_500_1,8504.008412993659,3
Gen_Data_500_2,18431.098266527304,13
Gen_Data_500_3,20366.006424268286,15
Gen_Data_500_4,12623.734360284712,7
Gen_Data_500_5,5408.75085780145,0
Gen_Data_500_6,24404.33110977892,19
Gen_Data_500_7,9595.666515590809,4
Gen_Data_500_8,11609.18765463163,6
Gen_Data_500_9,12420.4223314679,7
Gen_Data_500_10,10604.629945576835,5
