ScenarioName,TotalElapsedTime,AverageResponseTime,EventsInsertedByALNS,nTaxi,TotalCost,TotalDistance,TotalIdleTime,TotalIdleTimeWithCustomer,TotalRideTime,TotalDirectRideTime,TotalActualRideTime,nOfflineRequests,UnservicedOfflineRequest,nOnlineRequests,UnservicedOnlineRequests,AveragePercentRideSharing,ExcessRideTimePrServicedRequest
Gen_Data_20_0.7_1_Run2,5.9,0.74,0,0,200.0,1478.2677523207108,593,0,2175,538,538,12,0,8,0,0.0,0.0
Gen_Data_20_0.7_2_Run2,44.55,5.57,0,2,2180.0,1086.5599236928815,1052,0,2234,358,358,12,0,8,2,0.0,0.0
Gen_Data_20_0.7_3_Run2,5.41,0.68,0,2,2180.0,1339.206029817389,475,0,1907,290,290,12,2,8,0,0.0,0.0
Gen_Data_20_0.7_4_Run2,43.63,5.45,0,2,2187.0175438596493,1262.8720117657688,946,8,2306,415,455,12,0,8,2,2.857,2.0
Gen_Data_20_0.7_5_Run2,25.43,3.18,0,1,1190.0,1320.454168271138,524,0,1946,428,428,12,0,8,1,0.0,0.0
Gen_Data_20_0.7_6_Run2,4.67,0.58,0,1,1190.0,1469.2898350182393,628,0,2197,405,405,12,1,8,0,0.0,0.0
Gen_Data_20_0.7_7_Run2,44.66,5.58,0,2,2180.0,1096.212117109062,794,0,1989,208,208,12,0,8,2,0.0,0.0
Gen_Data_20_0.7_8_Run2,5.84,0.73,0,0,200.0,1412.614869558761,533,0,2051,369,369,12,0,8,0,0.0,0.0
Gen_Data_20_0.7_9_Run2,26.07,3.26,0,1,1203.125,1249.5552192009575,542,0,1892,354,417,12,0,8,1,3.571,3.15
Gen_Data_20_0.7_10_Run2,5.96,0.74,0,0,211.7669172932331,1342.2023315537167,450,0,1900,362,381,12,0,8,0,2.857,0.95
