ScenarioName,TotalElapsedTime,AverageResponseTime,EventsInsertedByALNS,nTaxi,TotalCost,TotalDistance,TotalIdleTime,TotalIdleTimeWithCustomer,TotalRideTime,TotalDirectRideTime,TotalActualRideTime,nOfflineRequests,UnservicedOfflineRequest,nOnlineRequests,UnservicedOnlineRequests,AveragePercentRideSharing,ExcessRideTimePrServicedRequest
Gen_Data_20_0.7_1_Run2,5.85,0.73,0,0,200.0,1410.2926332295976,254,0,1767,538,538,12,0,8,0,0.0,0.0
Gen_Data_20_0.7_2_Run2,44.43,5.55,0,2,2180.0,1051.5281414529877,490,0,1633,358,358,12,0,8,2,0.0,0.0
Gen_Data_20_0.7_3_Run2,4.8,0.6,0,2,2180.0,1193.6168599395899,36,0,1319,290,290,12,2,8,0,0.0,0.0
Gen_Data_20_0.7_4_Run2,43.16,5.4,0,2,2187.0175438596493,1229.2671904516628,249,8,1573,415,455,12,0,8,2,2.857,2.0
Gen_Data_20_0.7_5_Run2,25.07,3.13,0,1,1190.0,1266.9162981627426,309,0,1672,428,428,12,0,8,1,0.0,0.0
Gen_Data_20_0.7_6_Run2,3.99,0.5,0,1,1190.0,1354.6047544770372,211,0,1664,405,405,12,1,8,0,0.0,0.0
Gen_Data_20_0.7_7_Run2,24.45,3.06,1,1,1190.0,1084.5758858599352,605,0,1790,214,214,12,0,8,1,0.0,0.0
Gen_Data_20_0.7_8_Run2,5.05,0.63,0,0,200.0,1276.9150168867598,251,0,1631,369,369,12,0,8,0,0.0,0.0
Gen_Data_20_0.7_9_Run2,26.27,3.28,0,1,1203.125,1127.7617944114688,471,0,1696,354,417,12,0,8,1,3.571,3.15
Gen_Data_20_0.7_10_Run2,6.35,0.79,0,0,211.7669172932331,1311.2340885094825,214,0,1989,362,381,12,0,8,0,2.857,0.95
