ScenarioName,TotalCost_mean,nTaxi_mean
Gen_Data_300_1,11329.515798084181,8.0
Gen_Data_300_2,10681.728748028216,7.4
Gen_Data_300_3,14933.370233415098,11.6
Gen_Data_300_4,6101.099406805033,2.8
Gen_Data_300_5,8061.073494790168,4.8
Gen_Data_300_6,15830.063972981381,12.4
Gen_Data_300_7,13797.127830165962,10.4
Gen_Data_300_8,5045.4598419160775,1.8
Gen_Data_300_9,12326.62618146258,9.0
Gen_Data_300_10,7038.8368064275855,3.8
