ScenarioName,TotalElapsedTime,AverageResponseTime,EventsInsertedByALNS,nTaxi,TotalCost,TotalDistance,TotalIdleTime,TotalIdleTimeWithCustomer,TotalRideTime,TotalDirectRideTime,TotalActualRideTime,nOfflineRequests,UnservicedOfflineRequest,nOnlineRequests,UnservicedOnlineRequests,AveragePercentRideSharing,ExcessRideTimePrServicedRequest
Gen_Data_300_0.7_1_Run5,2371.82,19.77,15,2,5003.628201145927,15355.709056703998,1910,8,18770,5752,5860,180,0,120,2,1.857,0.36
Gen_Data_300_0.7_2_Run5,2384.71,19.87,13,2,5039.005125032367,15717.639670291259,1552,3,18778,6911,7228,180,0,120,2,4.116,1.0566666666666666
Gen_Data_300_0.7_3_Run5,2392.52,19.94,19,2,5182.773317024741,15371.843012883603,1565,84,18456,6742,7738,180,0,120,2,8.567,3.32
Gen_Data_300_0.7_4_Run5,2367.04,19.73,9,0,3026.5522723501817,15540.061366729002,1993,0,19057,6297,6426,180,0,120,0,1.782,0.43
Gen_Data_300_0.7_5_Run5,2406.78,20.06,20,1,4036.9536715911127,15801.310554255697,1208,6,18519,6493,6760,180,0,120,1,2.876,0.89
Gen_Data_300_0.7_6_Run5,2403.54,20.03,10,1,4022.259024946206,15357.897930866504,1233,0,18112,6204,6380,180,0,120,1,3.078,0.5866666666666667
Gen_Data_300_0.7_7_Run5,2402.73,20.02,19,1,4052.4791019057157,16215.391878253382,876,13,18612,6963,7261,180,0,120,1,4.127,0.9933333333333333
Gen_Data_300_0.7_8_Run5,2407.38,20.06,11,0,3078.0790629747153,15489.740672230972,1174,18,18202,7495,7873,180,0,120,0,5.515,1.26
Gen_Data_300_0.7_9_Run5,2404.88,20.04,13,0,3032.687148161397,15524.043703440098,1261,10,18317,6723,6911,180,0,120,0,2.501,0.6266666666666667
Gen_Data_300_0.7_10_Run5,2390.9,19.92,20,3,6064.193396263316,15181.396236435356,2044,38,18752,6439,6892,180,0,120,3,5.511,1.51
