ScenarioName,TotalElapsedTime,AverageResponseTime,EventsInsertedByALNS,nTaxi,TotalCost,TotalDistance,TotalIdleTime,TotalIdleTimeWithCustomer,TotalRideTime,TotalDirectRideTime,TotalActualRideTime,nOfflineRequests,UnservicedOfflineRequest,nOnlineRequests,UnservicedOnlineRequests,AveragePercentRideSharing,ExcessRideTimePrServicedRequest
Gen_Data_300_0.7_1_Run5,1200.93,0.0,0,0,2999.9999999999854,15394.514520519479,197,0,17103,5826,5826,180,0,120,0,0.0,0.0
Gen_Data_300_0.7_2_Run5,1200.87,0.0,0,0,3007.2339572242345,16268.584259605313,250,0,18038,6920,6957,180,0,120,0,1.031,0.12333333333333334
Gen_Data_300_0.7_3_Run5,1201.14,0.0,0,0,3014.9832759242236,15326.207575297576,141,0,16994,6806,6885,180,0,120,0,2.117,0.2633333333333333
Gen_Data_300_0.7_4_Run5,1201.37,0.0,0,0,3004.606345474662,15242.977327597631,314,0,17088,6297,6321,180,0,120,0,0.553,0.08
Gen_Data_300_0.7_5_Run5,1200.97,0.0,0,0,3005.7775550351507,15795.06525445828,314,0,17623,6503,6537,180,0,120,0,1.101,0.11333333333333333
Gen_Data_300_0.7_6_Run5,1201.45,0.0,0,1,3989.9999999992287,15689.897380397146,204,0,17404,6204,6204,180,1,120,0,0.0,0.0
Gen_Data_300_0.7_7_Run5,1200.89,0.0,0,0,3051.6630520378526,16120.51101587887,247,14,17895,7008,7231,180,0,120,0,3.15,0.7433333333333333
Gen_Data_300_0.7_8_Run5,1201.66,0.0,0,0,3024.235990950002,15750.066689633955,231,0,17517,7495,7608,180,0,120,0,2.784,0.37666666666666665
Gen_Data_300_0.7_9_Run5,1200.93,0.0,0,0,3005.588632245046,15692.109915815216,158,0,17377,6723,6757,180,0,120,0,0.91,0.11333333333333333
Gen_Data_300_0.7_10_Run5,1200.94,0.0,0,0,3019.0393990268058,15335.73492655666,363,0,17225,6553,6651,180,0,120,0,2.107,0.32666666666666666
