ScenarioName,TotalElapsedTime,AverageResponseTime,EventsInsertedByALNS,nTaxi,TotalCost,TotalDistance,TotalIdleTime,TotalIdleTimeWithCustomer,TotalRideTime,TotalDirectRideTime,TotalActualRideTime,nOfflineRequests,UnservicedOfflineRequest,nOnlineRequests,UnservicedOnlineRequests,AveragePercentRideSharing,ExcessRideTimePrServicedRequest,TotalEmptyRelocationTime,TotalNumberOfRequestsOverlapIdleVehicle,TotalDriveTimeToNearestIdleVehicle
Gen_Data_20_0.5_1_Run1,43.22,5.38,1,3,3175.223214285714,1200.315540420486,243,0,1532,406,436,12,1,8,2,4.0,1.5,380,3,160
Gen_Data_20_0.5_2_Run1,63.43,7.91,0,3,3170.0,1283.7253706565593,252,0,1627,337,337,12,0,8,3,0.0,0.0,380,3,151
Gen_Data_20_0.5_3_Run1,43.16,5.38,1,3,3170.0,1309.9156514018948,202,0,1600,295,295,12,1,8,2,0.0,0.0,364,2,210
Gen_Data_20_0.5_4_Run1,62.53,7.79,0,6,6159.53488372093,1082.8233704057934,403,0,1561,342,426,12,3,8,3,6.667,4.2,255,2,91
Gen_Data_20_0.5_5_Run1,63.61,7.93,2,3,3191.5871094200393,1174.0139094011379,178,0,1443,344,444,12,0,8,3,12.333,5.0,327,1,11
Gen_Data_20_0.5_6_Run1,3.87,0.46,0,3,3183.549019607843,1228.6994152319137,355,0,1676,373,441,12,3,8,0,8.571,3.4,391,1,10
Gen_Data_20_0.5_7_Run1,25.88,3.22,1,1,1190.0,1170.2790629104295,138,0,1408,250,250,12,0,8,1,0.0,0.0,304,1,25
Gen_Data_20_0.5_8_Run1,44.61,5.55,2,2,2180.0,1305.8242997087023,152,0,1554,348,348,12,0,8,2,0.0,0.0,287,2,150
Gen_Data_20_0.5_9_Run1,24.04,2.99,0,3,3170.0,1177.2263167223978,318,0,1586,296,296,12,2,8,1,0.0,0.0,369,3,180
Gen_Data_20_0.5_10_Run1,62.62,7.81,0,6,6171.549525988885,1067.7151596195558,356,0,1503,208,318,12,3,8,3,10.667,5.5,356,0,0
