ScenarioName,TotalElapsedTime,AverageResponseTime,EventsInsertedByALNS,nTaxi,TotalCost,TotalDistance,TotalIdleTime,TotalIdleTimeWithCustomer,TotalRideTime,TotalDirectRideTime,TotalActualRideTime,nOfflineRequests,UnservicedOfflineRequest,nOnlineRequests,UnservicedOnlineRequests,AveragePercentRideSharing,ExcessRideTimePrServicedRequest
Gen_Data_500_0.7_1_Run3,3318.52,6.64,27,53,57683.8520955449,23407.885139454047,4819,0,30579,9368,9979,0,0,500,53,3.825,1.222
Gen_Data_500_0.7_2_Run3,3408.24,6.82,16,58,62605.292605850125,23739.209116867758,4916,0,30997,9926,10512,0,0,500,58,4.131,1.172
Gen_Data_500_0.7_3_Run3,3138.16,6.28,16,43,47691.13234137508,23246.691530780106,5190,0,30841,9352,9758,0,0,500,43,3.228,0.812
Gen_Data_500_0.7_4_Run3,3172.27,6.34,17,40,44708.76384197974,24136.10437793028,4250,0,30806,9736,10044,0,0,500,40,2.461,0.616
Gen_Data_500_0.7_5_Run3,3047.5,6.09,24,28,32853.36391380114,23506.931696720887,5127,0,31128,9652,10108,0,0,500,28,3.091,0.912
Gen_Data_500_0.7_6_Run3,3306.23,6.61,25,48,52666.04764739083,23477.725403708853,4942,0,30804,9465,9996,0,0,500,48,4.049,1.062
Gen_Data_500_0.7_7_Run3,3294.97,6.59,34,46,50722.31748841167,23273.86691261254,5116,5,30787,9665,10250,0,0,500,46,3.213,1.17
Gen_Data_500_0.7_8_Run3,3416.15,6.83,21,63,67479.35596133766,23225.53997955328,5110,0,30657,9644,9957,0,0,500,63,2.357,0.626
Gen_Data_500_0.7_9_Run3,3393.08,6.79,16,62,66591.68470607331,23395.58552006085,5112,0,30833,9496,10144,0,0,500,62,4.297,1.296
Gen_Data_500_0.7_10_Run3,3283.37,6.57,19,42,46821.75785515318,22992.367654270343,5429,0,30841,9772,10455,0,0,500,42,4.982,1.366
