time
920
880
785
1055
965
905
1050
760
955
945
1035
910
600
920
900
900
500
1040
880
945
800
1040
900
935
920
960
910
910
900
1055
1340
1020
1025
1050
1055
490
940
1040
915
610
915
920
870
920
880
1040
900
935
1030
930
930
1055
1040
920
1050
1050
1050
1050
920
458
1180
1020
1035
1025
905
950
900
1196
1320
870
1010
925
925
925
937
375
937
966
367
