ScenarioName,TotalElapsedTime,AverageResponseTime,EventsInsertedByALNS,nTaxi,TotalCost,TotalDistance,TotalIdleTime,TotalIdleTimeWithCustomer,TotalRideTime,TotalDirectRideTime,TotalActualRideTime,nOfflineRequests,UnservicedOfflineRequest,nOnlineRequests,UnservicedOnlineRequests,AveragePercentRideSharing,ExcessRideTimePrServicedRequest,TotalEmptyRelocationTime,TotalNumberOfRequestsOverlapIdleVehicle,TotalDriveTimeToNearestIdleVehicle
Gen_Data_300_0.7_1_Run2,2108.86,7.03,15,68,70497.79917541391,11710.928218304009,7216,0,20160,4957,5483,0,0,300,68,6.172,1.7533333333333334,5751,296,6515
Gen_Data_300_0.7_2_Run2,2185.71,7.28,9,73,75438.02320164091,11599.950160320188,7367,20,20156,4698,5189,0,0,300,73,4.881,1.6366666666666667,5585,298,6162
Gen_Data_300_0.7_3_Run2,2003.43,6.68,9,62,64519.49737282705,11937.893074231346,6975,19,20159,5113,5533,0,0,300,62,5.594,1.4,5810,299,6287
Gen_Data_300_0.7_4_Run2,1951.26,6.5,9,61,63599.470840238966,11923.247005196245,6960,10,20160,4885,5546,0,0,300,61,6.376,2.203333333333333,5789,297,5639
Gen_Data_300_0.7_5_Run2,2110.98,7.04,10,68,70524.20760897719,11532.404503678887,7417,0,20160,4992,5575,0,0,300,68,8.865,1.9433333333333334,5477,299,6766
Gen_Data_300_0.7_6_Run2,2078.57,6.93,14,66,68425.53602251249,11870.24629983584,7074,15,20160,4987,5218,0,0,300,66,3.44,0.77,5774,295,6092
Gen_Data_300_0.7_7_Run2,2306.42,7.69,4,81,83304.217452003,11248.772423841487,7757,2,20160,4901,5205,0,0,300,81,4.449,1.0133333333333334,5421,300,5813
Gen_Data_300_0.7_8_Run2,2024.25,6.75,11,66,68477.99039000216,11918.789548033988,7014,5,20160,5065,5596,0,0,300,66,6.06,1.77,5618,295,6849
Gen_Data_300_0.7_9_Run2,1998.14,6.66,13,62,64520.45570743689,11565.258845897468,7350,0,20160,4674,5008,0,0,300,62,4.481,1.1133333333333333,5496,292,6104
Gen_Data_300_0.7_10_Run2,2247.25,7.49,11,78,80340.16930330468,12087.197691064728,6898,6,20160,5160,5569,0,0,300,78,5.2,1.3633333333333333,5900,299,6006
