ScenarioName,TotalElapsedTime,AverageResponseTime,EventsInsertedByALNS,nTaxi,TotalCost,TotalDistance,TotalIdleTime,TotalIdleTimeWithCustomer,TotalRideTime,TotalDirectRideTime,TotalActualRideTime,nOfflineRequests,UnservicedOfflineRequest,nOnlineRequests,UnservicedOnlineRequests,AveragePercentRideSharing,ExcessRideTimePrServicedRequest,TotalEmptyRelocationTime,TotalNumberOfRequestsOverlapIdleVehicle,TotalDriveTimeToNearestIdleVehicle
Gen_Data_300_0.7_1_Run2,1201.13,0.0,0,4,7433.419366036054,14513.825559825686,431,75,16450,6323,8032,0,4,300,0,13.921,5.696666666666666,850,0,0
Gen_Data_300_0.7_2_Run2,1201.32,0.0,0,5,8283.036414388838,15301.03908064688,487,8,17288,6473,7896,0,5,300,0,13.211,4.743333333333333,767,0,0
Gen_Data_300_0.7_3_Run2,1200.69,0.0,0,0,3229.480025190929,14671.909591362995,526,18,16714,6607,7604,0,0,300,0,9.748,3.3233333333333333,887,0,0
Gen_Data_300_0.7_4_Run2,1201.17,0.0,0,1,4186.839927236826,15099.92812453888,500,33,17128,6347,7302,0,1,300,0,8.745,3.183333333333333,971,0,0
Gen_Data_300_0.7_5_Run2,1200.94,0.0,0,5,8270.15157987826,14806.99706199138,619,81,16928,6526,7908,0,5,300,0,14.218,4.6066666666666665,1248,0,0
Gen_Data_300_0.7_6_Run2,1201.19,0.0,0,3,6208.885222743604,15251.79304474928,384,35,17137,6690,7755,0,3,300,0,9.791,3.55,805,0,0
Gen_Data_300_0.7_7_Run2,1201.15,0.0,0,1,4261.339358489886,14982.443335896902,639,109,17142,6735,8028,0,1,300,0,10.929,4.31,865,0,0
Gen_Data_300_0.7_8_Run2,1201.23,0.0,0,1,4244.973660075346,14969.189848373482,679,80,17180,6751,7970,0,1,300,0,12.115,4.0633333333333335,817,0,0
Gen_Data_300_0.7_9_Run2,1200.75,0.0,0,0,3238.5600142083536,14500.529275230225,627,26,16647,5831,6812,0,0,300,0,9.039,3.27,1143,0,0
Gen_Data_300_0.7_10_Run2,1200.69,0.0,0,0,3346.6662289948017,14317.493550527628,721,111,16555,6981,8352,0,0,300,0,15.356,4.57,1058,0,0
